t,position,trade,turnover,transaction_cost
0,0.04435920000977603,0.04435920000977603,0.04435920000977603,8.871840001955206e-06
1,0.0193605396187726,-0.02499866039100343,0.02499866039100343,4.999732078200686e-06
2,-0.005949304081061115,-0.025309843699833714,0.025309843699833714,5.061968739966743e-06
3,-0.1679596117063265,-0.1620103076252654,0.1620103076252654,3.240206152505308e-05
4,-0.09862861831539932,0.06933099339092719,0.06933099339092719,1.3866198678185438e-05
5,-0.15227553218865272,-0.053646913873253405,0.053646913873253405,1.0729382774650682e-05
6,-0.2699392016799965,-0.1176636694913438,0.1176636694913438,2.353273389826876e-05
7,-0.46602846597319825,-0.19608926429320173,0.19608926429320173,3.9217852858640346e-05
8,-0.449954796818145,0.01607366915505326,0.01607366915505326,3.214733831010652e-06
9,-0.3885898025324147,0.06136499428573028,0.06136499428573028,1.2272998857146057e-05
10,-0.6555273320250476,-0.26693752949263294,0.26693752949263294,5.338750589852659e-05
11,-0.5482926069267167,0.10723472509833099,0.10723472509833099,2.1446945019666197e-05
12,-0.32481804778047824,0.22347455914623843,0.22347455914623843,4.469491182924769e-05
13,-0.46547481678040226,-0.14065676899992402,0.14065676899992402,2.8131353799984805e-05
14,-0.8311254981585989,-0.3656506813781967,0.3656506813781967,7.313013627563933e-05
15,-0.9383268348747472,-0.10720133671614829,0.10720133671614829,2.1440267343229658e-05
16,-1.0,-0.06167316512525278,0.06167316512525278,1.2334633025050556e-05
17,-0.9536888092164606,0.0463111907835394,0.0463111907835394,9.262238156707881e-06
18,-0.7233707047969568,0.23031810441950384,0.23031810441950384,4.606362088390077e-05
19,-0.7644559577995702,-0.04108525300261345,0.04108525300261345,8.217050600522691e-06
20,-0.5551103934445615,0.20934556435500873,0.20934556435500873,4.1869112871001745e-05
21,-0.8188146018462417,-0.2637042084016802,0.2637042084016802,5.274084168033604e-05
22,-0.8985840370722653,-0.07976943522602364,0.07976943522602364,1.595388704520473e-05
23,-0.8387534240646396,0.05983061300762571,0.05983061300762571,1.1966122601525142e-05
24,-1.0,-0.1612465759353604,0.1612465759353604,3.224931518707208e-05
25,-1.0,0.0,0.0,0.0
26,-0.9932970739991908,0.0067029260008092395,0.0067029260008092395,1.340585200161848e-06
27,-1.0,-0.0067029260008092395,0.0067029260008092395,1.340585200161848e-06
28,-0.8486777868832732,0.15132221311672678,0.15132221311672678,3.026444262334536e-05
29,-0.9779937551879725,-0.12931596830469927,0.12931596830469927,2.5863193660939854e-05
30,-1.0,-0.02200624481202751,0.02200624481202751,4.401248962405502e-06
31,-1.0,0.0,0.0,0.0
32,-1.0,0.0,0.0,0.0
33,-1.0,0.0,0.0,0.0
34,-1.0,0.0,0.0,0.0
35,-1.0,0.0,0.0,0.0
36,-0.8681392535958309,0.13186074640416912,0.13186074640416912,2.6372149280833823e-05
37,-0.8306977954784589,0.037441458117371984,0.037441458117371984,7.4882916234743975e-06
38,-1.0,-0.1693022045215411,0.1693022045215411,3.386044090430822e-05
39,-0.7936421880477533,0.20635781195224667,0.20635781195224667,4.127156239044934e-05
40,-0.7990510390473666,-0.005408850999613302,0.005408850999613302,1.0817701999226605e-06
41,-0.7950770402023147,0.003973998845051896,0.003973998845051896,7.947997690103792e-07
42,-0.6932641320274412,0.10181290817487354,0.10181290817487354,2.036258163497471e-05
43,-0.7579127921112914,-0.06464866008385017,0.06464866008385017,1.2929732016770036e-05
44,-0.7912974964293493,-0.033384704318057956,0.033384704318057956,6.676940863611592e-06
45,-0.5502292740288639,0.24106822240048542,0.24106822240048542,4.8213644480097084e-05
46,-0.7530808751850822,-0.20285160115621825,0.20285160115621825,4.0570320231243655e-05
47,-0.7894251187365058,-0.03634424355142363,0.03634424355142363,7.2688487102847255e-06
48,-0.8679134146979639,-0.07848829596145812,0.07848829596145812,1.5697659192291626e-05
49,-0.66180693568149,0.20610647901647394,0.20610647901647394,4.122129580329479e-05
50,-0.9296560478097878,-0.2678491121282979,0.2678491121282979,5.356982242565958e-05
51,-1.0,-0.07034395219021217,0.07034395219021217,1.4068790438042434e-05
52,-0.986276713998516,0.01372328600148398,0.01372328600148398,2.7446572002967964e-06
53,-1.0,-0.01372328600148398,0.01372328600148398,2.7446572002967964e-06
54,-1.0,0.0,0.0,0.0
55,-1.0,0.0,0.0,0.0
56,-0.9104244348695146,0.08957556513048537,0.08957556513048537,1.7915113026097074e-05
57,-0.9178492014831684,-0.007424766613653766,0.007424766613653766,1.4849533227307534e-06
58,-0.9486048180254638,-0.030755616542295416,0.030755616542295416,6.151123308459084e-06
59,-0.8275863505012571,0.12101846752420675,0.12101846752420675,2.420369350484135e-05
60,-0.8035973155264365,0.023989034974820522,0.023989034974820522,4.7978069949641045e-06
61,-1.0,-0.19640268447356346,0.19640268447356346,3.928053689471269e-05
62,-0.9026721526607615,0.0973278473392385,0.0973278473392385,1.94655694678477e-05
63,-0.8296131275218802,0.0730590251388813,0.0730590251388813,1.461180502777626e-05
64,-1.0,-0.1703868724781198,0.1703868724781198,3.407737449562396e-05
65,-0.8499843131122833,0.15001568688771671,0.15001568688771671,3.0003137377543346e-05
66,-0.7510991279541958,0.09888518515808753,0.09888518515808753,1.9777037031617506e-05
67,-0.7312009203353184,0.019898207618877395,0.019898207618877395,3.979641523775479e-06
68,-0.8705576807421198,-0.13935676040680145,0.13935676040680145,2.787135208136029e-05
69,-1.0,-0.1294423192578802,0.1294423192578802,2.588846385157604e-05
70,-0.8917433608414703,0.10825663915852968,0.10825663915852968,2.1651327831705938e-05
71,-0.5568746712256509,0.3348686896158194,0.3348686896158194,6.697373792316388e-05
72,-0.5104503840402869,0.046424287185364066,0.046424287185364066,9.284857437072813e-06
73,-0.4148987934578672,0.09555159058241969,0.09555159058241969,1.911031811648394e-05
74,-0.6179920128235727,-0.20309321936570557,0.20309321936570557,4.0618643873141114e-05
75,-0.45598908477581435,0.1620029280477584,0.1620029280477584,3.2400585609551684e-05
76,-0.3498368250751225,0.10615225970069186,0.10615225970069186,2.1230451940138374e-05
77,-0.2031647768185927,0.14667204825652977,0.14667204825652977,2.9334409651305954e-05
78,-0.309763206251233,-0.10659842943264028,0.10659842943264028,2.1319685886528058e-05
