t,return
0,0.0013893330998559837
1,-0.0011551193045838738
2,0.0031944058779610394
3,-0.0012330965873909912
4,0.0010197265990737137
5,-7.348678714274094e-06
6,-0.00018168554029698682
7,0.0001356341446964937
8,0.00144399382358781
9,0.0024823265663931862
10,-0.0010904279211153896
11,0.0010998130414756587
12,0.0009240729131278901
13,-0.010876074071549849
14,-0.004625106868841765
15,-0.00046920648732747097
16,-0.0030438576186771304
17,-0.0006319492267262504
18,-0.0035999092251960793
19,0.0008454895691005835
20,-0.0002981183021314038
21,-0.0010506715946856618
22,0.0019060629322953844
23,-0.0011605834456695292
24,-0.0009792884411066445
25,-0.001163974563380442
26,-0.000303482667794047
27,-2.465921751285434e-06
28,-0.0018696175723070822
29,-0.002723678664058671
30,0.000580408857201101
31,0.0012230096503451607
32,0.0010423069811820315
33,-0.0041253657992503185
34,-0.0011765609389634301
35,0.0007098179695045333
36,-0.002291236165175296
37,0.0003875035348559665
38,-0.0002905497916808506
39,-0.0011166926825463418
40,0.0004968962300894468
41,-0.002563203291022749
42,-0.00140768929560675
43,-0.0021911611375978043
44,0.0008269868092439615
45,0.0025999794229454977
46,0.000631686161194176
47,0.0024442474306352146
48,0.0008658350137246353
49,-0.002857751691809441
50,-0.003034710881468485
51,-0.0003007835457248125
52,0.0031451413445202723
53,-0.00015544344900225105
54,-0.001210279097551196
55,0.0008117940071182837
56,0.0010248633270855238
57,-0.0026362694538006114
58,-0.0015719004439148064
59,0.001875403921176559
60,-0.0010787557547546867
61,-0.0011326274144450425
62,-0.0015361847844911497
63,0.000868586077290873
64,-0.0010844283414805731
65,-0.0010739607002403831
66,9.413193017783982e-05
67,-0.0005002510904821165
68,0.0012372821106169797
69,-0.00050974557288838
70,-0.002001677596039268
71,-0.0015881225906417846
72,-0.0013293758043047832
73,0.0015704995130783426
74,0.0004338343039375154
75,-0.0029707699232140237
76,-0.0018003810270175921
77,0.000983584101626317
78,0.0028014169440982372
79,0.0007412760527008176
80,0.0016624790167321104
81,0.00020212257021885155
82,0.005195895333459946
83,0.0009586648374077814
84,0.0003829031091283862
85,-0.000758453078472697
86,0.0006715463454187941
87,-0.0016673171699561943
88,-3.800228130674074e-05
89,-0.0015997824686148799
90,-0.0008161450250784519
91,-0.0009684397094907253
92,7.923510117062047e-05
93,-7.92093752663833e-05
94,0.002826228861267408
95,-0.002070287274355161
96,-0.0017685854803412644
97,0.0019886392871754192
98,0.0019450295176206692
99,-0.0006381408224432416
100,-0.0009338988912973097
101,-0.0003938007249779752
102,0.0017903950241522778
103,0.004147328836306265
104,0.00013640392446668533
105,8.473465279484594e-05
106,0.0007584881404572866
107,-0.00011925100632838892
108,0.000925960648699459
109,0.0008176302131371523
110,-0.0011532128037496675
111,1.369540604543382e-05
112,-0.0033613316637076166
113,0.000980108696858637
114,-0.000910547613576068
115,-0.0011824322792518779
116,-0.0018352536291250305
117,-0.0005224855972175877
118,0.0011064971741205937
119,0.0003801216885662609
120,0.0014866362740254455
121,-0.00019977771320165357
122,-0.0010658788342119269
123,-0.001084534092000834
124,-0.0006220005095423758
125,-0.0014522080218110744
126,5.720544933488338e-06
127,-0.00047958359548051283
128,-0.002360114356136269
129,-0.00048359832770681157
130,0.004140088694392476
131,-0.00043677560662766204
132,-0.001927839778856159
133,-0.0025780650322676166
134,-0.00437029691858305
135,-0.002173093303057271
136,0.001041210220023105
137,-0.0015159711980152091
138,-2.9133518365360368e-05
139,0.0004889343676603208
140,0.0015107125041573142
141,0.0016475978819366834
142,6.341570922941011e-06
143,-0.0025334192133369855
144,0.0004348913682008011
145,-0.001650891422775585
146,-0.0006429010655824298
147,0.0007521374015925757
148,-0.0016919136111935356
149,0.0009036776071265462
150,-0.002106766590318497
151,-0.0019982593039715997
152,0.0003681290708993186
153,0.0010911006811380273
154,-0.001950115063796839
155,0.0005952390403032629
156,0.0006592586767335127
157,0.000391079294299333
158,-0.0007819995157765876
159,0.0031344270860792184
160,8.568022170173591e-05
161,-0.0014740993291473719
162,-0.0011815570235732939
163,0.002194175201014545
164,-0.002137513086100797
165,-0.0008385992171160092
166,0.001027461522238599
167,-0.0014448286615609733
168,0.0003153756348224238
169,0.002208998079239871
170,0.0009724491819640087
171,0.0012646699868253026
172,-0.00021803385715214702
173,6.128943047488655e-05
174,-0.0008570310660807477
175,-0.0015598109918149856
176,-4.471931499790821e-05
177,-0.0006766642789440046
178,0.0020997714470464375
179,-0.0018731290971831774
180,0.000476209300109198
181,-0.0006354788305507912
182,-5.2326285402882154e-05
183,0.0007950212616369329
184,-0.000323562911257479
185,-0.001315624432758389
186,-0.0002533206335981696
187,0.00048880356703928
188,-0.0005165347736393046
189,-0.0018367618379670693
190,0.0009267334928697034
191,1.1022795987943997e-05
192,-0.0009659239480183596
193,0.0008009610839855301
194,0.0004751223206036048
195,-0.00012709589699269974
196,0.000972127252157323
197,0.001432861184592441
198,0.0014218836841504501
199,-0.00064657638588253
200,-0.0002028515393391768
201,-0.0013372823897330245
202,0.0016162667811082114
203,0.0012795603007855303
204,0.0013254836839254548
205,-0.0024221076890642962
206,-0.001278174792842037
207,0.0030299923593032616
208,0.002666515902241584
209,0.0001251776062092514
210,0.00028878926017021416
211,-2.3596508068167574e-05
212,0.002959599834565479
213,-0.0017972541551201867
214,-0.0005354088603510982
215,0.002447656539087058
