date,return
0,0.0010291561446946393
1,0.002895344165164521
2,-0.019010638048700713
3,0.0045352260761881615
4,-0.025666135613702068
5,-0.011701749544569871
6,0.01741866885083699
7,-0.01038676036612831
8,0.01053908590514436
9,-0.007515936522767792
10,-0.00018727616874402364
11,-0.017522047933858136
12,0.013693633780117516
13,0.004276844174292834
14,-0.026150632249964993
15,-0.005473101229568522
16,-0.004153562879143627
17,0.019404382421740078
18,-0.018161064472264288
19,0.013959073401609704
20,0.02341668786615069
21,0.01490756929959639
22,-0.00853496701763745
23,-0.027457127050811027
24,0.014714872463585214
25,-0.006619218769881988
26,0.005218436415041475
27,-0.02512090265810942
28,0.006776302892783127
29,0.007042497766120034
30,0.0008794157055679078
31,-0.003319134911679275
32,0.005248555688348145
33,-0.003935466589794176
34,0.028495990999580813
35,-0.013995183991800251
36,-0.0026433254879525262
37,0.006022822400556791
38,0.005238640981425196
39,0.010290848652033826
40,-0.011741951919198664
41,0.020873557220987188
42,-0.014046045109869688
43,-0.007329612728914189
44,-0.013399397828934768
45,0.007659674040484405
46,-0.0017010004432937292
47,0.0008920978494147116
48,-0.0009808617801779665
49,0.002905122507671352
50,0.03397597324606269
51,-0.039723529432500376
52,-0.003783199747502199
53,0.009187258498340227
54,-0.009868111180981453
55,-0.004063235388509487
56,-0.00955526330451169
57,-0.001898319410596976
58,0.0114653994104024
59,-0.020863911820061504
60,-0.01442500532222787
61,0.015556361750511625
62,0.014438939882426543
63,0.015374723380841698
64,-0.011699114730923754
65,0.02707716982027957
66,0.016401980721624618
67,-0.020126777957604723
68,0.03537233326852925
69,-0.020591263674715442
70,0.007714034445506553
71,0.0029023185602463954
72,0.006746225359957441
73,-0.0007284452584466669
74,0.018963650585721144
75,-0.014488733780778001
76,-0.00884754293541073
77,0.0007640925509040293
78,-0.03329391270653879
79,0.010481982987837415
80,-0.006358906383175443
81,0.020348672246108118
82,-0.011297983162031183
83,0.0025312391352804607
84,0.01839097289505718
85,0.01677183456447294
86,-0.026807932818247462
87,0.01687285042677418
88,0.018128156633013523
89,0.013357340480534092
90,-0.011650931620240532
91,-0.017370894849394004
92,-0.010845981620443266
93,-0.024574069208033428
94,0.0012538472968432403
95,0.011657964535360332
96,0.034150899681942584
97,0.005057109427558337
98,-0.006814932140565222
99,-0.0031545938538196996
100,0.0006808578283961021
101,-0.004996163859139336
102,-0.002484675932692381
103,0.0221542881223978
104,-0.001712616695246993
105,0.027157890678441807
106,0.0050453029158665005
107,0.003518090095331026
108,0.016555368913188893
109,-0.0037585963490841803
110,-0.01427173861684209
111,0.007695472156249052
112,-0.017689744066086498
113,-0.010658265381715248
114,-0.01919441654151316
115,0.007080184760750402
116,-0.015801578696879467
117,0.017536718097852108
118,0.001523589649011999
119,-0.004478896683553562
120,-0.006086252682701838
121,-0.0033061107363933735
122,-0.010584219459918989
123,0.042105021205820575
124,0.0035771476911945297
125,0.05000297045067028
126,-0.0017243569303562224
127,0.0020605901142377167
128,0.0050449314799404345
129,0.02326064950124071
130,0.017573342924908357
131,0.011362980537581053
132,0.008776071968482345
133,0.004931630673547635
134,0.0129195561832379
135,0.005981856361572512
136,0.017403044251069436
137,-0.0026870431444829695
138,-0.005452731840898355
139,0.002876574240229495
140,-0.00864237431052423
141,0.01021968679970194
142,-0.029644894877221765
143,0.0038356567884304665
144,0.007001135045804566
145,0.0011983419617402037
146,0.007743155913339832
147,-0.017467487102303628
148,-0.006046481632835177
149,-0.0012648605818565768
150,0.011126106662184358
151,-0.006875254979957475
152,0.0055926825906324135
153,0.02138758563432166
154,0.020058248931722276
155,-0.022393063762074547
156,0.007807872048636324
157,0.027405775918041317
158,-0.03221433939586601
159,-0.026511843021948582
160,-0.0008412967528908968
161,-0.014655466922473744
162,-0.004845853043558139
163,-0.016286221543764537
164,0.0038795135062986274
165,0.002864706791223951
166,0.029677263803791848
167,-0.01809758468759106
168,-0.011886953994063561
169,0.007954397831527103
170,-0.02052583967237364
171,0.03049590829251054
172,0.021179775216312514
173,0.014597439140969677
174,-0.015025154982549955
175,-0.03519567339224806
176,-0.012283055109310366
177,0.019999025898666943
178,-0.012954697344753139
179,0.01799279995119169
180,-0.007510610915792597
181,0.011445422092984813
182,-0.01941042657649919
183,-0.025734207410605704
184,0.00025922705051765094
185,0.01846045793470541
186,0.014860088039215324
187,0.02775969585804102
188,-0.025789664434047538
189,0.00023317310342891413
190,0.011602123233536077
191,0.00704755947125133
192,-0.008721713937876576
193,0.009630240021322374
194,-0.006025059518459229
195,0.0090828271911758
196,-0.0243158362927562
197,-0.024747141793752404
198,0.011929422319997366
199,0.013185252426829594
200,0.00018388225165137716
201,0.0050103877223563725
202,-0.0011535558750196792
203,0.024248171239959995
204,0.008750988690201472
205,-0.015789820185436683
206,-0.009145328375870497
207,0.01001410773590887
208,0.003225481979752475
209,-0.00048118831453528173
210,0.01166818414890596
211,-0.010016382058663367
212,-0.0004298785095720396
213,0.015092501961936088
214,0.02070895049301942
215,-0.018218486205906777
216,0.012057596588137735
217,0.006255722151142016
218,-0.007980373518929712
219,0.00983808073198588
220,-0.02827786637778485
221,0.010125568570993249
222,0.004735481878571424
223,-0.003741587480024791
224,-0.002851702947687027
225,0.033656835438835846
226,-0.015080615836093705
227,0.005265183992253215
228,0.02249694049230471
229,-0.02604621282819259
230,-0.003189956498048119
231,0.00582135523035107
232,-0.0025749360866053382
233,0.014189937892197274
234,0.005337562451693388
235,-0.004034856558946071
236,0.019723531497777183
