t,equity
0,1.0082958859600604
1,1.0023375844396836
2,1.0106528627336775
3,1.0046806331803797
4,1.0130153491395253
5,1.0070291589953535
6,1.0153833580568346
7,1.0093831746877286
8,1.0177569023949418
9,1.011742693090557
10,1.0201359950933606
11,1.014107727066889
12,1.022520649121852
13,1.0164782895098434
14,1.0249108774804943
15,1.0188543933426777
16,1.027306693199755
17,1.0212360515188585
18,1.0297081093405613
19,1.0236232770221327
20,1.0321151389943717
21,1.0260160828665976
22,1.0345277952832468
23,1.0284144820967716
24,1.0369460913599209
25,1.030818487787666
26,1.0393700404078745
27,1.0332281130448566
28,1.041799655641405
29,1.0356433710045538
30,1.0442349503057
31,1.0380642748336752
32,1.0466759376769081
33,1.0404908377299178
34,1.0491226310622128
35,1.0429230729218284
36,1.0515750437999036
37,1.0453609936688775
38,1.0540331892594499
39,1.04780461326153
40,1.0564970808415728
41,1.0502539450213186
42,1.058966731978319
43,1.0527090023009167
44,1.061442156133134
45,1.05516979848421
46,1.063923366800935
47,1.0576363469863708
48,1.0664103775081846
49,1.0601086612539299
50,1.0689032018129647
51,1.0625867547648506
52,1.0714018533050504
53,1.0650706410286026
54,1.0739063456059843
55,1.0675603335862347
56,1.07641669236915
57,1.0700558460104492
58,1.078932907279848
59,1.0725571919056758
60,1.0814550040553679
61,1.0750643849081452
62,1.0839829964450656
63,1.0775774386859645
64,1.0865168982304372
65,1.0800963669391908
66,1.0890567232251938
67,1.0826211833999064
68,1.0916024852753377
69,1.0851519018322937
70,1.094154198259237
71,1.08768853603271
72,1.0967118760877024
73,1.0902310998297622
74,1.099275532704061
75,1.0927796070843832
76,1.1018451820842348
77,1.0953340716899072
78,1.1044208382368152
79,1.0978945075721447
80,1.1070025152031397
81,1.1004609286894593
82,1.1095902270573692
83,1.1030333490328434
84,1.1121839879065634
85,1.1056117826259946
86,1.114783811890759
87,1.1081962435253918
88,1.1173897131830457
89,1.1107867458203724
90,1.1200017059896448
91,1.1133833036332088
92,1.1226198045499851
93,1.115985931119185
94,1.1252440231367817
95,1.118594642466675
96,1.1278743760561132
97,1.1212094518972187
98,1.1305108776474997
99,1.1238303736655997
100,1.1331535422839816
101,1.1264574220599242
102,1.135802384372197
103,1.1290906114016974
104,1.1384574183524607
105,1.1317299560459027
106,1.1411186586988435
107,1.134375470381079
108,1.1437861199192503
109,1.1370271688294005
110,1.1464598165554996
111,1.1396850658467534
112,1.149139763183402
113,1.1423491759228164
114,1.151825974412841
115,1.1450195135811387
116,1.1545184648878517
117,1.14769609337922
118,1.1572172492867008
119,1.1503789299085887
120,1.1599223423219667
121,1.1530680377948828
122,1.1626337587406197
123,1.1557634316979284
124,1.1653515133241024
125,1.1584651263118206
126,1.1680756208884104
127,1.161173136365003
128,1.1708060962841729
129,1.1638874766203484
130,1.1735429543967333
131,1.1666081618752386
132,1.1762862101462312
133,1.1693352069616458
134,1.1790358784876833
135,1.1720686267462135
136,1.1817919744110645
137,1.1748084361303366
138,1.1845545129413908
139,1.1775546500502438
140,1.1873235091387995
141,1.1803072834770783
142,1.1900989780986326
143,1.1830663514169792
144,1.1928809349515193
145,1.1858318689111647
146,1.195669394863457
147,1.1886038510360122
148,1.1984643730358955
149,1.1913823129031418
150,1.2012658847058193
151,1.1941672696594985
152,1.2040739451458304
153,1.196958736487434
154,1.2068885696642315
155,1.19975672860479
156,1.2097097736051106
157,1.2025612612649823
158,1.2125375723484229
159,1.2053723497570814
160,1.215371981310076
161,1.2081900094058982
162,1.2182130159420137
163,1.2110142555720664
164,1.2210606917322997
165,1.2138451036521265
166,1.2239150242052022
167,1.2166825690786096
168,1.226776028921279
169,1.219526667320122
170,1.229643721477462
171,1.2223774138814285
172,1.2325181175071425
173,1.2252348243035385
174,1.2353992326802552
175,1.2280989141637888
176,1.2382870827033656
177,1.2309696990759302
178,1.241181683319754
179,1.233847194690212
180,1.2440830503095024
181,1.2367314166934669
182,1.2469911994895797
183,1.239622380809197
184,1.2499061467139287
185,1.24252010279766
186,1.2528279078735518
187,1.2454245984559538
188,1.2557564988965983
189,1.2483358836181035
190,1.2586919357484505
191,1.2512539741551478
192,1.2616342344318112
193,1.254178885975225
194,1.264583410986791
195,1.2571106350236603
196,1.2675394814909957
197,1.2600492372830523
198,1.2705024620596135
199,1.2629947087733602
200,1.2734723688455036
201,1.2659470655519913
202,1.2764492180392837
203,1.2689063237138887
204,1.2794330258694184
205,1.2718724993916182
206,1.282423808602308
207,1.2748456087554574
208,1.2854215825423765
209,1.277825668013483
210,1.2884263640321607
211,1.2808126934116595
212,1.2914381694524004
213,1.2838067012339278
214,1.2944570152221258
215,1.2868077078022937
216,1.2974829177987481
217,1.289815729476917
218,1.3005158936781496
219,1.2928307826562013
220,1.3035559593947728
221,1.2958528837768823
222,1.3066031315217108
223,1.2988820493141182
224,1.3096574266707977
225,1.3019182957815791
226,1.3127188614926992
227,1.3049616397315373
228,1.3157874526770035
229,1.3080120977549576
230,1.318863216952312
231,1.3110696864815874
232,1.3219461710863307
233,1.3141344225800475
234,1.3250363318859615
235,1.3172063227579232
236,1.3281337161973934
237,1.3202854037618548
238,1.3312383409061954
239,1.3233716823776298
240,1.3343502229374078
241,1.3264651754302734
242,1.3374693792556345
243,1.3295658997841413
244,1.3405958268651357
245,1.3326738723430105
246,1.34372958280992
247,1.3357891100501722
248,1.346870664173839
249,1.3389116298885242
250,1.350019088080678
251,1.342041448880663
252,1.353174871694251
253,1.3451785840889767
254,1.3563380322184944
255,1.3483230526157386
256,1.3595085868975592
257,1.3514748716031997
258,1.3626865530159071
259,1.3546340582336827
260,1.3658719478984032
261,1.3578006297296752
262,1.3690647889104108
263,1.3609746033539238
264,1.3722650934578864
265,1.3641559964095284
266,1.3754728789874744
267,1.3673448262400363
268,1.3786881629866021
269,1.3705411102295366
270,1.3819109629835753
271,1.3737448658027556
272,1.3851412965476737
273,1.3769561104251513
274,1.3883791812892468
275,1.3801748616030083
276,1.391624634859809
277,1.3834011368835337
278,1.3948776749521374
279,1.3866349538549532
280,1.3981383193003674
281,1.3898763301466057
282,1.4014065856800892
283,1.3931252834290409
284,1.4046824919084449
285,1.396381831414114
286,1.4079660558442257
287,1.3996459918550843
288,1.4112572953879696
289,1.40291778254671
290,1.4145562284820583
291,1.4061972213253464
292,1.4178628731108152
293,1.4094843260690426
294,1.421177247300604
295,1.4127791146976394
296,1.4244993691199261
297,1.4160816051728664
298,1.4278292566795197
299,1.4193918154984404
300,1.4311669281324586
301,1.4227097637201638
302,1.4345124016742508
303,1.4260354679260219
304,1.4378656955429374
305,1.4293689462462824
306,1.4412268280191933
307,1.4327102168535946
308,1.4445958174264253
309,1.436059297963087
310,1.4479726821308732
311,1.4394162078324684
312,1.4513574405417091
313,1.442780964762126
314,1.4547501111111385
315,1.4461535870952256
316,1.4581507123344999
317,1.449534093217812
318,1.4615592627503664
319,1.4529225015589087
320,1.464975780940647
321,1.4563188305906187
322,1.468400285530687
323,1.4597230988282255
324,1.4718327951893704
325,1.463135324830293
326,1.475273328629221
327,1.4665555271987676
328,1.4787219046065048
329,1.4699837245790792
330,1.482178541921332
331,1.4734199356602433
332,1.4856432594177602
333,1.4768641791749622
334,1.4891160759838957
335,1.4803164738997274
336,1.4925970105519983
337,1.4837768386549226
338,1.4960860820985826
339,1.487245292304925
340,1.4995833096445235
341,1.4907218537582096
342,1.5030887122551575
343,1.4942065419674508
344,1.506602309040389
345,1.4976993759296273
346,1.5101241191547932
347,1.5012003746861242
348,1.5136541617977202
349,1.5047095573228375
350,1.5171924562134007
351,1.5082269429702784
352,1.5207390216910504
353,1.511752550803677
354,1.5242938775649748
355,1.5152864000430877
356,1.5278570432146756
357,1.5188285099534926
358,1.5314285380649553
359,1.5223788998449077
360,1.5350083815860232
361,1.5259375890724876
362,1.5385965932936023
363,1.5295045970366314
364,1.5421931927490353
365,1.5330799431830886
366,1.5457981995593912
367,1.5366636470030641
368,1.549411633377572
369,1.5402557280333258
370,1.55303351390242
371,1.54385620585631
372,1.5566638608788252
373,1.5474651001002284
374,1.5603026940978333
375,1.551082430439176
376,1.5639500333967526
377,1.554708216593237
378,1.5676058986592634
379,1.5583424783285935
380,1.5712703098155254
381,1.5619852354576322
382,1.5749432868422868
383,1.5656365078390533
384,1.5786248497629933
385,1.5692963153779784
386,1.5823150186478971
387,1.5729646780260587
388,1.586013813614166
389,1.5766416157815841
390,1.5897212548259934
391,1.5803271486895925
392,1.5934373624947087
393,1.5840212968419787
394,1.5971621568788867
395,1.5877240803776038
396,1.6008956582844582
397,1.5914355194824055
398,1.604637887064821
399,1.5951556343895072
400,1.6083888636209505
401,1.5988844453793296
402,1.6121486084015109
403,1.6026219727797002
404,1.6159171419029676
405,1.6063682369659649
406,1.6196944846696977
407,1.6101232583610983
408,1.6234806572941027
409,1.6138870574358157
410,1.6272756804167205
411,1.6176596547086841
412,1.631079574726338
413,1.621441070746235
414,1.634892360960104
415,1.6252313261630753
416,1.6387140599036418
417,1.6290304416220003
418,1.642544692391163
419,1.6328384378341065
420,1.6463842793055814
421,1.6366553355589046
422,1.6502328415786256
423,1.640481155604432
424,1.6540904001909544
425,1.6443159188273668
426,1.6579569761722706
427,1.6481596461331416
428,1.6618325906014355
429,1.6520123584760567
430,1.6657172646065843
431,1.6558740768593951
432,1.669611019365241
433,1.6597448223355369
434,1.6735138761044333
435,1.6636246160060737
436,1.6774258561008093
437,1.667513479021924
438,1.6813469806807533
439,1.671411432583448
440,1.6852772712205013
441,1.675318497940564
442,1.6892167491462586
443,1.679234696392864
444,1.6931654359343158
445,1.6831600492897285
446,1.6971233531111656
447,1.687094578030445
448,1.7010905222536217
449,1.6910383040643233
450,1.7050669649889347
451,1.6949912488908128
452,1.7090527029949112
453,1.6989534340596195
454,1.713047758000031
455,1.702924881170824
456,1.7170521517835664
457,1.7069056118749988
458,1.7210659061757008
459,1.7108956478733262
460,1.7250890430576469
461,1.714895010917717
462,1.7291215843617669
463,1.7189037228109292
464,1.733163552071692
465,1.7229218054066862
466,1.7372149682224414
467,1.7269492806097961
468,1.7412758549005434
469,1.7309861703762723
470,1.7453462342441555
471,1.7350324967134512
472,1.7494261284431847
473,1.7390882816801136
474,1.7535155597394092
475,1.7431535473866049
476,1.7576145504265988
477,1.7472283159949549
478,1.7617231228506374
479,1.751312609718999
480,1.7658412994096435
481,1.7554064508244995
482,1.7699691025540938
483,1.7595098616292668
484,1.7741065547869448
485,1.763622864503281
486,1.7782536786637553
487,1.7677454818688139
488,1.7824104967928096
489,1.7718777362005513
490,1.786577031835241
491,1.7760196500257153
492,1.7907533065051549
493,1.7801712459241874
494,1.7949393435697532
495,1.784332546528632
496,1.7991351658494577
497,1.788503574524618
498,1.8033407962180346
499,1.792684352650745
500,1.8075562576027202
501,1.7968749036987655
502,1.811781572984345
503,1.8010752505137095
504,1.8160167653974584
505,1.8052854159940095
506,1.820261857930456
507,1.8095054230916245
508,1.8245168737257034
509,1.8137352948121663
510,1.8287818359796646
511,1.8179750542150241
512,1.8330567679430265
513,1.82222472441349
514,1.8373416929208266
515,1.8264843285748853
516,1.84163663427258
517,1.8307538899206879
518,1.8459416154124069
519,1.8350334317266566
520,1.8502566598091592
521,1.8393229773229598
522,1.8545817909865498
523,1.8436225500943024
524,1.8589170325232804
525,1.8479321734800525
526,1.8632624080531694
527,1.8522518709743698
528,1.8676179412652816
529,1.8565816661263341
530,1.871983655904057
531,1.8609215825400727
532,1.8763595757694402
533,1.8652716438748895
534,1.8807457247170098
535,1.8696318738453943
536,1.8851421266581097
537,1.8740022962216316
538,1.8895488055599776
539,1.8783829348292105
540,1.8939657854458771
541,1.8827738135494343
542,1.8983930903952284
543,1.887174956319431
544,1.902830744543739
545,1.8915863871322838
546,1.9072787720835358
547,1.8960081300371614
548,1.911737197263297
549,1.9004402091394497
550,1.9162060443883837
551,1.9048826486008827
552,1.9206853378209734
553,1.9093354726396752
554,1.925175101980192
555,1.9137987055306533
556,1.9296753613422468
557,1.9182723716053882
558,1.9341861404405611
559,1.9227564952523277
560,1.9387074638659063
561,1.9272511009169297
562,1.9432393562665373
563,1.931756213101796
564,1.9477818423483266
565,1.9362718563668047
566,1.952334946874898
567,1.9407980553292448
568,1.9568986946677631
569,1.9453348346639503
570,1.9614731106064554
571,1.949882219103435
572,1.9660582196286667
573,1.9544402334380269
574,1.9706540467303826
575,1.9590089025160031
576,1.975260616966019
577,1.963588251243726
578,1.9798779554485582
579,1.9681783045857786
580,1.9845060873496871
581,1.972779087565101
582,1.9891450378999331
583,1.9773906252631264
584,1.9937948323888017
585,1.9820129428199174
586,1.998455496164915
587,1.9866460654343046
588,2.0031270546361504
589,1.9912900183640225
590,2.007809533269777
591,1.9959448269258475
592,2.012502957592597
593,2.000610516495736
594,2.017207353191082
595,2.0052871125089635
596,2.0219227457115165
597,2.0099746404602623
598,2.026649160860134
599,2.0146731259039607
600,2.0313866244032583
601,2.019382594454122
602,2.0361351621674446
603,2.024103071784686
604,2.0408948000396196
605,2.0288345836296053
606,2.045665563967223
607,2.03357715578299
608,2.050447479958349
609,2.0383308140992438
610,2.055240574081888
611,2.0430955844932095
612,2.060044872467668
613,2.0478714929403066
614,2.064860401306598
615,2.0526585654766754
616,2.069687186850811
617,2.0574568281993164
618,2.0745252554138056
619,2.0622663072662357
620,2.079374633370591
621,2.0670870288965846
622,2.0842353471578305
623,2.071919019370805
624,2.089107423273985
625,2.07676230503077
626,2.0939908882794573
627,2.081616912279931
628,2.0988857687967384
629,2.0864828675834586
630,2.1037920915105506
631,2.0913601974683877
632,2.108709883167995
633,2.0962489285237633
634,2.113639170578695
635,2.101149087400784
636,2.1185799806149457
637,2.106060700812947
638,2.123532340211856
639,2.110983795536196
640,2.1284962763674997
641,2.1159183984090655
642,2.133471816143061
643,2.1208645363328267
644,2.13845898666298
645,2.125822236271635
646,2.143457815115105
647,2.130791525252677
648,2.148468328750836
649,2.135772430366317
650,2.153490554885277
651,2.140764978766246
652,2.158524520897382
653,2.1457691976696296
654,2.163570254230107
655,2.1507851143572543
656,2.1686277823905575
657,2.155812756173679
658,2.173697132950139
659,2.1608521505273814
660,2.1787783335447077
661,2.1659033248909108
662,2.1838714118747213
663,2.1709663068010343
664,2.188976395705389
665,2.1760411238588895
666,2.1940933128668245
667,2.1811278037301336
668,2.199222191254196
669,2.1862263741450945
670,2.2043630588278784
671,2.191336862898922
672,2.209515943613608
673,2.196459297851739
674,2.2146808737026316
675,2.2015937069287954
676,2.2198578772518633
677,2.206740118120617
678,2.225046982484036
679,2.2118985594831613
680,2.2302482176878553
681,2.2170690591379674
682,2.2354616112181542
683,2.222251645272312
684,2.240687191496048
685,2.2274463461393617
686,2.245924987009087
687,2.232653190058327
688,2.2511750263114156
689,2.2378722054146167
690,2.2564373380239253
691,2.2431034206599945
692,2.2617119508344112
693,2.24834686431273
694,2.266998893497728
695,2.2536025649577587
696,2.272298194835948
697,2.258870551246835
698,2.277609883738517
699,2.2641508518986884
700,2.2829339891624136
701,2.269443495699183
702,2.288270540132304
703,2.2747485115014703
704,2.2936195657407037
705,2.2800659282261493
706,2.2989810951481324
707,2.285395774861423
708,2.3043551575832772
709,2.2907380804632576
710,2.3097417823431483
711,2.296092874155539
712,2.3151409987932405
713,2.301460185130233
714,2.3205528363676926
715,2.3068400426475444
716,2.325977324569449
717,2.3122324760360757
718,2.3314144929704192
719,2.3176375146929886
720,2.3368643712116395
721,2.3230551880841617
722,2.3423269890034346
723,2.3284855257443535
724,2.3478023761255797
725,2.333928557277362
726,2.353290562427463
727,2.3393843123561866
728,2.3587915778282476
729,2.34485282072319
730,2.3643054523170353
731,2.3503341121902603
732,2.3698322159530303
733,2.3558282166389732
734,2.3753718988657027
735,2.361335164020756
736,2.3809245312549527
737,2.3668549843570483
738,2.386490143391275
739,2.372387707739469
740,2.3920687656159245
741,2.377933364329977
742,2.397660428341081
743,2.3834919843610387
744,2.403265162050016
745,2.3890635981357913
746,2.4088829972972574
747,2.3946482360282078
748,2.4145139647087577
749,2.400245928483263
750,2.4201580949820594
751,2.405856706017099
752,2.4258154188864633
753,2.411480599217193
754,2.4314859672631965
755,2.4171176387425213
