t,equity
0,1.008333479131991
1,1.00234299097438
2,1.0106959953727623
3,1.004691471555466
4,1.0130640469677628
5,1.007045454605357
6,1.0154376468862771
7,1.0094049530162879
8,1.0178168081279773
9,1.0117699797106994
10,1.0202015437229934
11,1.0141405476413103
12,1.022591866731985
13,1.0165166697911867
14,1.0249877902462123
15,1.018898359173814
16,1.027389327387609
17,1.021285628833169
18,1.0297964913088524
19,1.0236784918437891
20,1.0322092951934372
21,1.026076961310846
22,1.0346277522557465
23,1.0284810503702164
24,1.0370518757411247
25,1.0308907721885547
26,1.03948167892595
27,1.033306139963364
28,1.0419171751177068
29,1.0357271669230697
30,1.0443583776550591
31,1.0381538663270906
32,1.0468052999079231
33,1.0405862514659128
34,1.0492579552775405
35,1.0430243356611613
36,1.0517163571965522
37,1.045468132265674
38,1.0541805191290716
39,1.0479176546635744
40,1.0566504545707582
41,1.0503729162703448
42,1.0591261770488922
43,1.0528339305328995
44,1.0616077001224473
45,1.055300710929659
46,1.0640950373821665
47,1.057773270970624
48,1.0665882024506355
49,1.0602516241974487
50,1.0690872089823575
51,1.062735784183515
52,1.0715920706638282
53,1.0652257645340075
54,1.0741028012136107
55,1.0677215788859877
56,1.0766194143824104
57,1.0702232409084682
58,1.0791419239531506
59,1.0727307643024884
60,1.0816703437410478
61,1.0752441628011888
62,1.0842046875936875
63,1.0777634501698867
64,1.0867449693911
65,1.0802886402061513
66,1.0892912030458362
67,1.0828197467398797
68,1.0918434025030441
69,1.0853567836333717
70,1.0944015817405452
71,1.0878997647814068
72,1.0969657547689105
73,1.0904487041113198
74,1.099535935631538
75,1.093003615583077
76,1.102112138404729
77,1.0955645131893526
78,1.1046943771977658
79,1.0981314109556062
80,1.1072826661529884
81,1.1007043229401583
82,1.1098770194458722
83,1.1032832632342682
84,1.1124774512851057
85,1.1058682459622104
86,1.1150839759126678
87,1.1084592852813533
88,1.117696607603907
89,1.1110563953822352
90,1.1203153606676182
91,1.113659590488643
92,1.1229402494461216
93,1.1162688848576896
94,1.125571288315342
95,1.1188842927798923
96,1.128208491684886
97,1.1215058285792512
98,1.1308518739981226
99,1.124133506613327
100,1.1335014497322609
101,1.1267673412733201
102,1.1361572333984302
