t,return
0,0.006158643611144709
1,0.003632696935261599
2,0.0065757422218740355
3,0.0017347406914800757
4,0.0007841564839682374
5,-0.0021625909116906707
6,-0.005101173820610645
7,0.00061413389171008
8,0.0019534133397297706
9,0.0008790267126637864
10,0.004278784777321242
11,0.00012842322663688367
12,0.002101058976129619
13,0.0014796644492466556
14,0.006975356888490142
15,0.0013138038254769785
16,-0.0034396263517989314
17,-0.0021363041762223808
18,0.00018490933798010262
19,-0.001176546861309706
20,0.0005100014545957536
21,-0.0015087090662331717
22,0.0005922658845140178
23,0.0025045413765903894
24,-0.0008892401769425482
25,0.0006794908461496805
26,-0.004083083262281347
27,0.006152229115629872
28,0.00250414976786553
29,-0.0029570379945131234
30,0.002042412291981239
31,-0.000980089430120646
32,0.0009266443888708841
33,-0.0037121640820936505
34,-0.0077384557865227055
35,-0.0012864094101563929
36,-0.001586532523667878
37,0.0014236607701393184
38,0.002719789777412818
39,-0.006550668086114816
40,0.0035029723915162188
41,0.00416599454247104
42,0.002170825378842584
43,0.001293240755091138
44,0.0006167003050074497
45,0.0042193890409200786
46,0.00044476395026815066
47,0.0035987817414210007
48,-0.004163663596631722
49,-0.003159905382771067
50,-0.0014656746808169412
51,-0.004325516657433763
52,-0.005263118616487165
53,-0.0007364745248492988
54,0.002417204725896288
55,-0.0009790580059037518
56,-0.0022258581306830775
57,0.0013620235175915963
58,0.00433004163536622
59,-0.008141060001087611
60,3.1425000444096154e-05
61,-0.0002186300270764458
62,0.0057192307903061726
63,0.01054995691374775
64,-0.006519303650020569
65,-0.0028640337309354044
66,-0.0020518894132838072
67,0.0016240461899512603
68,0.004034916406300894
69,-0.0019221327265967415
70,-0.005513029433019876
71,-0.0011441468956596436
72,-0.004065469820330753
73,0.008989189800621245
74,-0.0022160492293377106
75,0.002474086735104276
76,-0.002445693656964379
77,0.0022950566774400456
78,0.006995556391673622
79,0.000349798609275535
80,0.005553359954755369
81,0.0007421351967954268
82,-0.0019933069142934593
83,0.002159692004068841
84,0.00010809758729294345
85,0.00030248625006930243
86,0.0039776157345841005
87,0.0016637761246648239
88,-0.005894856817354147
89,-0.002057630939835154
90,0.005897878837695521
91,-0.0006465212506989587
92,0.0012552725860336563
93,0.001796307065728501
94,-0.005567607067754652
95,-0.000892626380624308
96,0.0011880049150522045
97,0.002592369140416132
98,0.0008179589386581028
99,0.006291550471265921
100,-0.005068625455144095
101,-0.0026965639643210786
102,0.00403517633341767
103,-0.0019125540109463702
104,0.0025964355985012497
105,0.002121522236092168
106,-0.008030570407349934
107,0.004816581390818254
108,0.0009158580066294103
109,-0.004860682870961096
110,0.0012655448607270788
111,-0.0026950257957123716
112,0.006208021369809654
113,0.0057433240502706906
114,0.006769332714227389
115,2.8818720643318813e-06
116,0.0020703354983691393
117,-0.001876881236986159
118,-0.001394279842329587
119,-0.0025800893430129573
120,0.0007840745483438453
121,0.0019049450449167688
122,-0.0002663730656655128
123,0.0031532492098884876
124,0.00030707584904332325
125,0.001183099697406323
126,0.003395208557141444
127,-0.0032810669555719263
128,0.0026317141007415074
129,0.0003582094605318888
130,0.006762833342192128
131,0.0008715627518234712
132,0.0034152730709455154
133,0.00438142352896195
134,0.0010953510707654417
135,-0.002408212703984964
136,0.004215981985197915
137,-0.0038932835846142485
138,0.006621816477058776
139,-0.00396558204848998
140,0.005188884230551407
141,0.0023647412553781705
142,-0.0027333254555159704
143,0.0027813674631832932
144,0.00720069962319227
145,-0.0016044968980608622
146,0.0032249323458312484
147,0.0032257994666271337
148,-0.002318663787352893
149,-0.003620536742181909
150,-0.005433585084274043
151,0.008689306831650328
152,-0.0003610937333508113
153,-0.00550290740897995
154,-0.0014470910498299138
155,-0.004781734052889703
156,-0.001326801091357773
157,-0.000836173848165357
158,0.0020780908208538965
159,-0.004046772445765292
160,0.001635006630186639
161,0.0010466688561195426
162,0.0007202061344168573
163,0.0029233841467261458
164,0.00303283150729466
165,0.003167722103208174
166,0.0055896863993399
167,0.001709957508024216
168,0.003622713861522018
169,-0.0047938470120289555
170,0.0005123714408477854
171,-0.0036554849013701565
172,-0.00015019117460704886
173,-0.004560696690623274
174,0.004104188050312121
175,-0.003755819139113075
176,0.0003104494714811395
177,0.0035847803472559697
178,-0.002378348599302874
179,-0.006207514874950025
180,-0.007120354329241114
181,-0.0008950864688466305
182,0.0023890286263094514
183,-0.008308461752165208
184,-0.0001608709237022478
185,0.0034746882836930756
186,-0.00011565082650319065
187,-0.0004191077322444808
188,-0.004618750901947761
189,-0.0002850222086462835
190,0.0041699964078957905
191,-0.0004456446693513865
192,0.005580432222231116
193,-0.0002556249557546392
194,0.0013154667826673612
195,0.0012965999049869645
196,0.001826783823680407
197,0.003645255094096082
198,0.001539548795739439
199,-0.00204503088561366
200,0.003271357165758865
201,0.0014555730922494164
202,-0.004886600069288623
203,-0.0026129563589221056
204,0.000440765395677094
205,-0.0012492754936456979
206,0.0022333341595574914
207,-0.006035475465503596
208,-0.005952901245365792
209,0.00400552824241369
210,-0.0037884000543879984
211,0.0010792303191433578
212,-0.0027091340371146215
213,0.0014356592280645112
214,-0.002597616414385696
215,-0.006673847276801901
216,-0.009495513051889254
217,-0.0008364121274019434
218,0.0019037147455983766
219,0.004536933244013176
220,-0.002065062045410285
221,0.003648735785538933
222,-0.00025020155264904125
223,0.0024485653633973523
224,0.002938002787108099
225,-0.004934477851727535
226,0.0015198706248115265
227,-0.0004201968895549749
228,-0.001292614620869785
229,0.0005661635483355473
230,0.0011022393367652464
231,-0.0018084313658802032
232,0.0024821716607211306
233,-0.0026548997160957093
234,-0.006548824767869217
235,-0.009641676011787254
236,-0.00420962395365356
237,0.0005823759688562524
238,-0.0012347985887385523
239,-0.0018179623654551514
240,0.00172588712348238
241,-0.006931982120051519
242,-0.005751906104623836
243,-0.0014552225889455275
244,-0.0004216085316633828
245,-0.001430563028434784
246,-0.004222845752681157
247,0.0001705014590531974
248,-0.006117728875692475
249,-0.004345238899762259
250,-0.004630187625161761
251,-0.0015181517056840463
252,-0.0025221844982105863
253,0.005463233826083026
254,-0.006521999578623725
255,0.0019027699023598911
256,-0.004381379046269553
257,0.0018430752098870656
258,0.0014427462099103796
259,-0.007732794646950335
260,0.003654162428867508
261,-0.00720632038380058
262,7.622806951627767e-05
263,-0.0037179664338300934
264,0.0027389311109349726
265,0.00045091988772090306
266,0.0023977170882918284
267,-0.0020377372345875386
268,-0.002296316707474782
269,0.0028459938778136046
270,-0.0026082752687141206
271,0.0015575055113656946
272,-0.0007600053643468832
273,0.004423884157167208
274,-0.0027460672708717227
275,0.0001520590847006402
276,-0.0047509286278114935
277,0.003887024546985732
278,0.0002544955191099743
279,0.0024789935649070756
280,0.0012013813307960852
281,-0.0029958406156256247
282,0.0021135990403808405
283,-0.0016648874405872222
284,-0.001668810237559269
285,0.000575425480839332
286,-0.00891382002796489
287,-0.002080998925954319
288,0.00034235092685305215
289,0.0007238602855453392
290,-0.0031814603860361237
291,-0.009055063507866046
292,-0.0018998704769201725
293,-0.002513873441193308
294,0.003138619674951619
295,-0.0028780325198987967
296,0.0017800620716800436
297,0.0012598458964565877
298,-0.00015064783763984706
299,0.004275303992025232
300,-0.0004920378629692969
301,0.0006787306757077985
302,0.0026306148398428765
303,-0.000826580461075716
304,0.0034010648020409437
305,-0.0020091736264685424
306,0.0005099981883578019
307,-0.00223754168713522
308,0.004799000683347294
309,0.003042065792418872
310,-0.0012603236618092056
311,0.002031650747970978
312,-0.0007720750380980503
313,-0.0028684661751407978
314,0.0037772138128158946
315,0.0008727676550839603
316,-0.003465045356922193
317,0.004969249252138186
318,-0.0024792964556999875
319,0.003244310714628709
320,-0.0036765025585487575
321,0.0015345959913232328
322,0.004683360594751193
323,-0.0018101406152989366
324,6.313102537850426e-05
325,-0.0011709497154671284
326,-0.0027062485449465554
327,0.0023783213347355657
328,0.003100240847718671
329,-0.0021707772639094655
330,-0.003543784259073001
331,0.003585104781456471
332,-0.0004427557481643238
333,-0.0037410991847132372
334,0.0016610395891055974
335,0.009572728810007277
336,0.0005498133874985246
337,0.003064963302352197
338,-0.004251706383339822
339,0.007118342032540611
340,-0.003348784712412768
341,-0.0022463623171757757
342,-0.004267672622129151
343,0.001229781761249656
344,-0.002944832520084431
345,-0.0060850962192922535
346,0.0007992273866355752
347,-0.0001408140152890544
348,0.00296560727374588
349,0.003638637561295506
350,-0.0014591062661413062
351,0.0004599106051047586
352,0.002141441361949239
353,-0.0030575663202552627
354,-0.0014561389628761868
355,0.000547876518183638
356,-0.0030976773763441564
357,0.0028961131026695036
358,-0.0005788504569112145
359,0.011243899351648337
360,-0.000550975505437291
361,0.000840465122840791
362,0.002651330667853218
363,-0.0034425194657387104
364,-0.002662328437074272
365,-0.0028818497159369366
366,-2.8295290132748978e-05
367,-0.0036182509716627073
368,0.0041230330559225625
369,-0.000108883796958335
370,-0.0008580174907120607
371,-0.002188579159006932
372,0.0004698355052369181
373,0.00011033080156761371
374,0.005875351945501683
375,0.0012894617679034012
376,-0.0008872620181339173
377,-0.0036037472628925194
378,0.0004490731079952146
379,0.001635668279331382
380,0.001243289643200044
381,0.0018958570163162126
382,0.003714408009894638
383,-0.00566506728429571
384,-0.004230248213532271
385,-0.0017033370416950318
386,-0.005251641485228633
387,-0.0025721567292111814
388,5.5414072809516976e-05
389,0.004340381944246005
390,-0.002810331180917258
391,-0.0014942758532747373
392,0.002532164231685889
393,0.0027546117967465053
394,-0.001099558478900052
395,-0.001966587254113314
396,-0.0006165039270172167
397,-0.003925815285261627
398,-0.004531588465564287
399,-9.030884335687861e-05
400,0.00652238903260686
401,0.0048674113069340575
402,0.004227179824893214
403,0.007313980782647628
404,-0.0006266003647544526
405,-0.0020770644369349505
406,-0.00012792144717955537
407,0.005585722219492065
408,0.0020197063584182686
409,0.00023427275187288914
410,-0.006114042699941717
411,-0.00528792133301576
412,-0.002646678753786002
413,-0.0006119681353126627
414,-0.0029096297940483
415,0.000715192655638884
416,-0.0015783548815517096
417,0.0012543866097046365
418,-0.002882689526776933
419,-0.0011848991228981872
420,0.0033632057771647065
421,0.0010117120104850103
422,-0.00017888593917850444
423,0.005113444582753773
424,0.006013101628337835
425,0.0031324489570890616
426,-0.0005757576054584251
427,0.00016946365615686104
428,-0.004597961325812054
429,-0.004584491945565526
430,0.003396992633972565
431,-0.005163276481062721
432,0.003190570220309673
433,0.0017677891907855276
434,-0.0027564903400916687
435,0.004362212931362895
436,0.005883651029063822
437,0.0023650391552247634
438,0.005143506276898129
439,0.00013075518769278664
440,-0.002838899556846361
441,0.004697410682903937
442,0.0014726167644709693
443,-0.007402661433201448
444,-0.0012393828262784092
445,0.0034767621448968692
446,-0.00625651655533258
447,0.0006128007816851321
448,-0.003869880087605072
449,-0.002590865324462284
450,0.0018443663025611106
451,0.00554146381381678
452,-0.0037802666887721444
453,-0.03144603741738978
454,-0.00535314264180728
455,-0.006297037020111442
456,-0.0012456059700630755
457,-0.003998931710903832
458,-0.00678813088509773
459,-0.0001950322931127389
460,-0.009752530604062032
461,-0.0016418191208195647
462,-0.0031945782946039085
463,-0.005034150328466225
464,-0.0035432232070557847
465,0.0009757039071928281
466,-0.0043224635807959984
467,4.369764453653533e-05
468,7.014504264025199e-05
469,-0.00526167443772875
470,-0.0008501410550190602
471,0.008013896079888344
472,-0.005582105680148208
473,0.00014995334250015948
474,0.00238777485566237
475,-0.002567776451003204
476,0.0077105758385502465
477,-0.0035877969086952365
478,-0.004021360995042764
479,-0.001891258810735339
480,-0.0035201018013847705
481,0.0015788054367575275
482,-0.0037801238103490377
483,-0.0019054932009372413
484,0.0058136675853365585
485,0.002943029596715
486,0.0003260477028144517
487,-0.0026069457111894015
488,-0.0003854095547988863
489,0.004519253829877078
490,-0.0015929921270866586
491,0.008491349744626783
492,0.0016876163573631543
493,0.0037639349962346183
494,-0.003243636545211045
495,0.0002701050495742948
496,0.003131395357300611
497,0.0029130632115328013
498,0.006180941501786609
499,-0.0013616762417584685
500,-0.0024646721755498973
501,-0.0016770192999317726
502,0.002405009106329978
503,0.0024452802745066576
504,0.007932218483860476
505,-0.003697876589767907
506,-0.0025383408956406953
507,0.00032061001359420994
508,-1.6518389023902607e-05
509,-0.0021516229700211612
510,0.0013032805696184923
511,-0.0002458780631803774
512,0.0011262321959937007
513,-0.0013681432659712583
514,0.0009590917443525523
515,-0.002031896900124031
516,0.004638176361987661
517,0.0071695761238789275
518,-0.002732931153924179
519,0.005911104842608151
520,0.0023678309241961866
521,-0.002611554372486046
522,0.0016460438361512416
523,0.00035646891511097764
524,-0.0008146323070596926
525,0.0031446107639488104
526,-0.002992510422505084
527,0.0028207912106083537
528,-0.0025251834916274196
529,-0.00046475939705350897
530,-0.0022645921265604337
531,-0.003555677416516673
532,-0.0031026422407637827
533,0.005137803213581725
534,0.0029623784592479477
535,-0.005904622539394783
536,-0.0002994192636162588
537,-0.0004799411444387657
538,0.0017656710718199663
539,0.0011364433477938378
540,0.0011401834181345917
541,-0.0029731266597615813
542,-0.0004908300089231364
543,-0.005257634183293581
544,-0.0021359969010501644
545,-0.0042271300820110784
546,0.00249192866278424
547,0.004329838255496435
548,-0.0014460147839852188
549,-0.0009176378291746997
550,-0.0016911473121099972
551,0.0029433829024758064
552,-0.003233554796755398
553,0.0063226667004639345
554,0.0037083127367489813
555,-0.0012098374791032094
556,0.0014539038574506366
557,-0.006832766592438674
558,-0.004006884664945058
559,0.002032902486415087
560,-0.003638030062890378
561,-0.00012915912855829248
562,0.003947333315822636
563,-2.2114820136529502e-05
564,0.004604703233495819
565,0.0018640009671408457
566,-0.003376749453989387
567,0.000374901279422383
568,0.003759309268357273
569,-0.00021128283037333075
570,-0.005032162345196776
571,-0.0023394176629826452
572,-0.0006019668142998734
573,0.0025972112575656887
574,-0.0010886710968862794
575,0.005119461099647761
576,0.0012416508794286414
577,0.002036730746824104
578,-0.004903186077808851
579,0.0016850701935949967
580,-0.0010398437525618875
581,0.00014990306626835355
582,-0.0049992804780150295
583,-0.005898513296169834
584,0.002119187425060323
585,-0.003767580011847506
586,0.0013324004540557488
587,-0.0019666275609168658
588,-0.0008601380499960822
589,0.0013217394885891378
590,0.0023730300973289304
591,-0.002053139654544064
592,-0.0019349461073206605
593,0.0010625450406696192
594,-0.004565040293565378
595,0.00018485975021492057
596,-0.0006046312645950118
597,-0.005147383702860997
598,-0.0015210086916666202
599,0.0016475266275336026
600,-0.002005464967796667
601,0.0015914482153188986
602,0.00321810912844104
603,-0.000927976650489187
604,-0.0008229115986849159
605,0.005147157467245617
606,0.0014659890392010992
607,0.0029803508948309174
608,-0.003096991002360233
609,0.0031053914773203797
610,-0.0032260956661813887
611,0.000311105961705258
612,-0.004450204944223839
613,7.492179181860847e-05
614,0.002443066154618177
615,0.0004136937742030528
616,0.010552039097474788
617,0.004285749352521931
618,-0.0010181882901865776
619,0.0013531561580280222
620,0.0026663932917299674
621,0.002420878552030729
622,-0.0033096797467076417
623,-0.002258083199136558
624,0.003225483985968862
625,0.0034424817145739693
626,-0.003065980015082903
627,0.005897245662235258
628,-0.005408187810865146
629,0.00033249526848781844
630,0.0009015664634164788
631,0.0005775980214367906
632,0.0016770462476711381
633,0.0012575677063974154
634,0.0013889824636863772
635,-0.0002982575283866441
636,-0.008023298820919088
637,0.004150745561407341
638,0.0005043009804514012
639,-0.00223569129298072
640,0.0031319084753418
641,0.0038248041284079186
642,0.0014068250230512046
643,0.0014853481029430476
644,0.0015886608546411298
645,0.005224321309574989
646,-0.0038027981519844914
647,0.003252227616249283
648,-0.001023991512706407
649,0.0010009690649036313
650,-0.001792742095600015
651,0.0014614654886347135
652,0.0031111809696752714
653,0.0010633220296628256
654,0.0023705851878772846
655,-0.0007301330041058133
656,0.0016582277746847042
657,-0.013229431034127846
658,-0.006311390964244144
659,-0.009543634721444785
660,0.00022863246857434777
661,0.0010638230503035848
662,-0.002855886605074509
663,-0.0004206692757952913
664,-0.006686826383706137
665,-0.002514729121002907
