t,position,trade,turnover,transaction_cost
0,0.22576652288092663,0.22576652288092663,0.22576652288092663,4.515330457618533e-05
1,-0.003979162681313653,-0.2297456855622403,0.2297456855622403,4.594913711244806e-05
2,0.05907710215332368,0.06305626483463733,0.06305626483463733,1.2611252966927467e-05
3,-0.22996007168485066,-0.28903717383817434,0.28903717383817434,5.780743476763487e-05
4,-0.2342303959426658,-0.004270324257815122,0.004270324257815122,8.540648515630245e-07
5,-0.285444535773915,-0.0512141398312492,0.0512141398312492,1.0242827966249841e-05
6,-0.4600532821261043,-0.17460874635218931,0.17460874635218931,3.492174927043786e-05
7,-0.4718461635192637,-0.011792881393159371,0.011792881393159371,2.358576278631874e-06
8,-0.3830919638169836,0.08875419970228005,0.08875419970228005,1.775083994045601e-05
9,-0.6575130426324929,-0.27442107881550926,0.27442107881550926,5.4884215763101855e-05
10,-0.9391353572124388,-0.2816223145799459,0.2816223145799459,5.632446291598918e-05
11,-0.7635368414158,0.17559851579663877,0.17559851579663877,3.5119703159327755e-05
12,-0.798608231787631,-0.035071390371830935,0.035071390371830935,7.014278074366187e-06
13,-0.7140373320602977,0.08457089972733323,0.08457089972733323,1.6914179945466647e-05
14,-1.0,-0.28596266793970226,0.28596266793970226,5.719253358794046e-05
15,-0.8424352868645462,0.15756471313545384,0.15756471313545384,3.151294262709077e-05
16,-0.9105067857074923,-0.06807149884294617,0.06807149884294617,1.3614299768589234e-05
17,-0.8668099241330436,0.04369686157444874,0.04369686157444874,8.73937231488975e-06
18,-0.8667136643860229,9.625974702065498e-05,9.625974702065498e-05,1.9251949404131e-08
19,-0.7637321522407936,0.10298151214522933,0.10298151214522933,2.0596302429045868e-05
20,-0.797716357068241,-0.03398420482744735,0.03398420482744735,6.796840965489471e-06
21,-0.6275891227335826,0.17012723433465837,0.17012723433465837,3.4025446866931676e-05
22,-0.7995099388896608,-0.17192081615607824,0.17192081615607824,3.438416323121565e-05
23,-0.9213406900012701,-0.12183075111160924,0.12183075111160924,2.436615022232185e-05
24,-0.8507815998699491,0.070559090131321,0.070559090131321,1.4111818026264202e-05
25,-0.9223991160947961,-0.07161751622484702,0.07161751622484702,1.4323503244969405e-05
26,-1.0,-0.07760088390520392,0.07760088390520392,1.5520176781040785e-05
27,-0.8417761489144938,0.15822385108550618,0.15822385108550618,3.1644770217101236e-05
28,-0.614030029033795,0.22774611988069882,0.22774611988069882,4.5549223976139766e-05
29,-0.6809826468781451,-0.06695261784435014,0.06695261784435014,1.3390523568870029e-05
30,-0.8026936927759101,-0.12171104589776494,0.12171104589776494,2.4342209179552987e-05
31,-0.9522984489214454,-0.14960475614553537,0.14960475614553537,2.9920951229107074e-05
32,-1.0,-0.04770155107855456,0.04770155107855456,9.540310215710912e-06
33,-1.0,0.0,0.0,0.0
34,-1.0,0.0,0.0,0.0
35,-0.9331449572328531,0.06685504276714693,0.06685504276714693,1.3371008553429388e-05
36,-0.9087797180049654,0.02436523922788769,0.02436523922788769,4.873047845577539e-06
37,-0.8406415517772585,0.06813816622770685,0.06813816622770685,1.3627633245541372e-05
38,-0.8723837330456032,-0.031742181268344716,0.031742181268344716,6.348436253668944e-06
39,-0.9656983728845361,-0.09331463983893284,0.09331463983893284,1.866292796778657e-05
