t,equity
0,0.9771824209848902
1,0.9790149346740108
2,0.9782953471847681
3,0.9799787430859288
4,0.9955177778962803
5,0.9848921604504252
6,0.9952982839399975
7,1.0124828711239955
8,1.0271003662138647
9,1.025464359634766
10,1.042902675409348
11,1.0279112740415532
12,1.0351262023214152
13,1.0323931938756337
14,1.0063029739203668
15,1.0115694980428833
16,0.9827786644283504
17,0.9761996630991089
18,0.9726484268770414
19,0.9796634918605194
20,0.9815033177147473
21,0.993448735699895
22,1.0062948063102592
23,1.0166754267228082
24,1.0159331431794494
25,1.0271311220187502
26,1.0286588302825461
27,1.055809723731933
28,1.0634735979325578
29,1.0657113222310388
30,1.069035076993433
31,1.0786577996742073
32,1.0884547862713136
33,1.0703105751007715
34,1.050292167336968
35,1.0643469890946384
36,1.0791899159731677
37,1.105705610554329
38,1.1037120369613547
39,1.138186917893831
40,1.150010291417978
41,1.1579938842984665
42,1.1788714494749502
43,1.1782448906916578
44,1.1872681418055673
45,1.174247666464684
46,1.1927887943465347
47,1.1745904655154702
48,1.1820455498000921
49,1.1512532329813225
50,1.1563471911678662
51,1.170162267111419
52,1.1457242063115511
53,1.1371560314217193
54,1.1156424413830588
55,1.101438140763103
56,1.1465998223136675
57,1.1627959246843254
58,1.168357177209194
59,1.154692242117732
60,1.1570053239260985
61,1.1676595969547185
62,1.1519059445203692
63,1.1174962147875174
64,1.126538690894104
65,1.1399904925781876
66,1.1366656659983325
67,1.1496857428504241
68,1.149766708240594
69,1.1424594268577053
70,1.1239676443736644
71,1.1281113220516021
72,1.113493574006098
73,1.091333194921056
74,1.092292704427163
75,1.097951696924297
76,1.0943291609044123
77,1.0869489159645975
78,1.0863852047302105
79,1.05468609556556
80,1.0470185991703183
81,1.0404952883636238
82,1.0547146470255766
83,1.0676086058291794
84,1.0579687669471334
85,1.0873445352066655
86,1.0900612972667791
87,1.0701317086026476
88,1.0660370785316575
89,1.0664546126397907
90,1.0585674967894338
91,1.0381809488126357
92,1.0479408251748887
93,1.078678271538689
94,1.0952049836707336
95,1.0979595431339984
96,1.0970756644800284
97,1.082885869435936
98,1.0784280940236648
99,1.070096400464852
100,1.0648664217485093
101,1.0747496510175445
102,1.029537288793602
103,1.0209976437806072
104,1.0364903778771168
105,1.029815209525323
106,1.0279513425547648
107,1.0356379617165496
108,1.032545986194782
109,1.0330603223883954
110,1.0461778652602358
111,1.0749723761174816
112,1.0561994311965897
113,1.05356801000563
114,1.057088098085119
115,1.0455226957815906
116,1.043428304513368
117,1.0389981139270048
118,1.0524003456105708
119,1.078310935619918
120,1.0816843591251588
121,1.063398392117701
122,1.0793588397401834
123,1.1014184954988766
124,1.0878419624551134
125,1.092302275284784
126,1.092526131103273
127,1.1004710571679828
128,1.092642249618133
129,1.0925457711274402
130,1.1091894468387427
131,1.0983921956468818
132,1.0967061729963448
133,1.0801103992770718
134,1.07811668216646
135,1.0663501938859052
136,1.0886106227951733
137,1.1031742889464682
138,1.0780088961391208
139,1.0872612493238558
140,1.0867741593852958
141,1.078342887831449
142,1.077587241886045
143,1.0813461654616148
144,1.0612520080605332
145,1.0483922622540436
146,1.0642575995232064
147,1.0655703550105577
148,1.0676385756477584
149,1.0507615951704945
150,1.0573612295945145
151,1.0777370556488393
152,1.0778764732607546
153,1.110172195049237
154,1.1136087092293347
155,1.1039816329191094
156,1.095445083066207
157,1.1361507740287975
158,1.1126847052154194
159,1.1358840106639148
160,1.1195667065210466
161,1.127543028046681
162,1.1327481559514505
163,1.13969530726268
164,1.1418825310397411
165,1.152219237148838
166,1.1933153744995502
167,1.188805994278709
