t,position,trade,turnover,transaction_cost
0,-0.08586752325992905,-0.08586752325992905,0.08586752325992905,1.717350465198581e-05
1,-0.1258682211290882,-0.040000697869159135,0.040000697869159135,8.000139573831828e-06
2,-0.1392747780594683,-0.01340655693038012,0.01340655693038012,2.6813113860760242e-06
3,-0.21164252309101808,-0.07236774503154977,0.07236774503154977,1.4473549006309955e-05
4,-0.2813019874221704,-0.0696594643311523,0.0696594643311523,1.3931892866230462e-05
5,-0.18992139066272332,0.09138059675944707,0.09138059675944707,1.8276119351889414e-05
6,-0.09463615390687016,0.09528523675585315,0.09528523675585315,1.905704735117063e-05
7,-0.22220670351596608,-0.12757054960909592,0.12757054960909592,2.5514109921819185e-05
8,-0.26579266802262713,-0.04358596450666105,0.04358596450666105,8.717192901332211e-06
9,-0.28571289594328025,-0.019920227920653122,0.019920227920653122,3.984045584130625e-06
10,-0.4298226750469669,-0.14410977910368666,0.14410977910368666,2.8821955820737334e-05
11,-0.29875488243086495,0.13106779261610196,0.13106779261610196,2.6213558523220394e-05
12,-0.2951444876015486,0.0036103948293163546,0.0036103948293163546,7.22078965863271e-07
13,-0.2850005035214351,0.010143984080113522,0.010143984080113522,2.0287968160227046e-06
14,-0.033793610221250825,0.25120689330018425,0.25120689330018425,5.0241378660036854e-05
15,0.11116552175065034,0.14495913197190116,0.14495913197190116,2.8991826394380235e-05
16,0.1116890719590074,0.0005235502083570653,0.0005235502083570653,1.0471004167141307e-07
17,-0.0019943551779260382,-0.11368342713693344,0.11368342713693344,2.273668542738669e-05
18,0.2807767156454236,0.2827710708233496,0.2827710708233496,5.655421416466993e-05
19,0.43971366806872925,0.15893695242330563,0.15893695242330563,3.1787390484661125e-05
20,0.07044091443891065,-0.3692727536298186,0.3692727536298186,7.385455072596372e-05
21,0.08793030282728152,0.01748938838837087,0.01748938838837087,3.4978776776741745e-06
22,0.19125138768422753,0.10332108485694601,0.10332108485694601,2.0664216971389203e-05
23,0.3441857868168806,0.15293439913265308,0.15293439913265308,3.0586879826530616e-05
24,0.5334906932599411,0.18930490644306053,0.18930490644306053,3.786098128861211e-05
25,0.6442800869966281,0.11078939373668695,0.11078939373668695,2.215787874733739e-05
26,0.5056286025026004,-0.13865148449402764,0.13865148449402764,2.773029689880553e-05
27,0.5801849758105279,0.07455637330792741,0.07455637330792741,1.4911274661585483e-05
28,0.3570322479326903,-0.22315272787783758,0.22315272787783758,4.4630545575567516e-05
29,0.44522402638115793,0.08819177844846765,0.08819177844846765,1.7638355689693532e-05
30,0.3967808112862164,-0.04844321509494154,0.04844321509494154,9.688643018988309e-06
31,0.2500406873453877,-0.1467401239408287,0.1467401239408287,2.934802478816574e-05
32,0.08969661132535536,-0.16034407602003234,0.16034407602003234,3.206881520400647e-05
33,-0.025024934206528654,-0.11472154553188402,0.11472154553188402,2.2944309106376806e-05
34,0.013876862269333386,0.03890179647586204,0.03890179647586204,7.780359295172409e-06
35,0.22344057097896677,0.2095637087096334,0.2095637087096334,4.1912741741926684e-05
36,0.21356065685038494,-0.00987991412858183,0.00987991412858183,1.975982825716366e-06
37,0.6232969054179232,0.4097362485675382,0.4097362485675382,8.194724971350765e-05
38,0.5201246038907746,-0.10317230152714851,0.10317230152714851,2.0634460305429704e-05
39,0.5441442475459889,0.02401964365521425,0.02401964365521425,4.8039287310428506e-06
40,0.6523440980373959,0.10819985049140701,0.10819985049140701,2.1639970098281403e-05
41,0.5022631357836327,-0.15008096225376322,0.15008096225376322,3.0016192450752646e-05
42,0.5051258871974984,0.002862751413865716,0.002862751413865716,5.725502827731433e-07
43,0.19895403486242136,-0.30617185233507704,0.30617185233507704,6.123437046701541e-05
44,-0.054116051679876764,-0.2530700865422981,0.2530700865422981,5.0614017308459625e-05
45,0.09573118219210316,0.14984723387197993,0.14984723387197993,2.9969446774395986e-05
46,0.0013176746915683907,-0.09441350750053477,0.09441350750053477,1.8882701500106955e-05
47,0.07724730460397407,0.07592962991240568,0.07592962991240568,1.5185925982481137e-05
48,0.0633663814932733,-0.013880923110700771,0.013880923110700771,2.7761846221401544e-06
49,0.015481820232118304,-0.04788456126115499,0.04788456126115499,9.576912252230998e-06
