t,equity
0,1.002552330657728
1,0.9935832908635628
2,1.0099224641717135
3,1.0384170684069622
4,1.0373954336022666
5,1.0229692876359175
6,1.0228321165426872
7,1.0074604417245738
8,1.0081681325002239
9,1.013947393356439
10,1.0307283661883644
11,1.0418598505576189
12,1.0470234484661067
13,1.0627496159149663
14,1.0664937978999065
15,1.0717089126506056
16,1.097794291999276
17,1.0958667460312557
18,1.0611405977741541
19,1.0418220567276233
20,1.0406026145224547
21,1.0549464942664353
22,1.063528000160949
23,1.0428108125691957
24,1.0475610365531054
25,1.0598385560871744
26,1.0716262102790504
27,1.0785859969335951
28,1.069663060343199
29,1.066750081748182
30,1.0655502825008103
31,1.0766804540180257
32,1.0756229828132433
33,1.0687604769627945
34,1.069772010100867
35,1.07201390993678
36,1.073261435219434
37,1.089365964664014
38,1.0761424797022776
39,1.0669887054182787
40,1.0650667801893765
41,1.041951034087542
42,1.0460340393169234
43,1.0697095429993477
44,1.0791936092892787
45,1.0961310379938076
46,1.0965068718664526
47,1.1275505133741344
48,1.1200786149817825
49,1.1223459133180262
50,1.1212588700408763
51,1.1299277560164047
52,1.1391385494963526
53,1.1317014289610783
54,1.1663984680581245
55,1.1700571792572936
56,1.2046398851680404
57,1.2248049188922376
58,1.2160459101962777
59,1.2142964559040577
60,1.229520902022692
61,1.222248655376828
62,1.2204464838312201
63,1.2297511262290817
64,1.2333679650945342
65,1.2265914449955913
66,1.2448145135213382
67,1.2499872778280703
68,1.2822181625116091
69,1.2821869509388084
70,1.2763468070720978
71,1.2710693652676848
72,1.2569650053483565
73,1.231786252076945
74,1.2281395956146701
75,1.2163408597722205
76,1.234989610881215
77,1.213182749306876
78,1.193402090535659
79,1.1946949300949816
80,1.1917906218908703
81,1.2024856750721673
82,1.2200630797808343
83,1.1936785320201946
84,1.1893488214262897
85,1.1978914667751879
86,1.194803137649816
87,1.2034890718840532
88,1.166580488763996
89,1.1572078957597114
90,1.1627757641913778
91,1.1498690137606387
92,1.1260670256577903
93,1.1155257723821002
94,1.1162506128047718
95,1.1279282131560466
96,1.104721355421674
97,1.082013977634667
98,1.059884068837289
99,1.0638188333605523
100,1.0490924270592714
101,1.0565838118986812
102,1.0606322792731049
103,1.0785448627813474
104,1.0787143488310111
105,1.0783855621359595
106,1.0702021325215818
107,1.0478249328916778
108,1.0816519459123082
109,1.1017420145288184
110,1.0978382681927121
111,1.1023317461151545
112,1.0998066116545573
113,1.0978028047100679
114,1.0851891080975542
115,1.110955731492917
116,1.131935489223107
117,1.1413599988425327
118,1.1403168401792934
119,1.1630543586735376
120,1.1598699137458572
121,1.1983774436627066
122,1.1992272787396876
123,1.2072153434340118
124,1.2298973275686202
125,1.245946687034283
126,1.276842089586469
127,1.2879038647223027
128,1.28003786608614
129,1.2862313276846016
130,1.296302048019958
131,1.3153337349583272
132,1.3232310836946692
133,1.3051449089218303
134,1.2873990488677556
135,1.3010700235572672
136,1.2746481158072052
137,1.2463069038901688
138,1.2580474176518315
139,1.2331542371297157
140,1.2326538811901917
141,1.2188334482277345
142,1.2200486258742942
143,1.2295695005707479
144,1.2351136799252005
145,1.2436176396141687
146,1.216598026342952
147,1.2198614826678456
148,1.2351141300547368
149,1.2606144540250945
150,1.2771949826301745
151,1.2940135338905956
152,1.2903642657126584
153,1.3027381424630247
154,1.3312142203250625
155,1.3175039616227224
156,1.3280677226852604
157,1.322098781831195
158,1.3365993768262887
159,1.3435366645541906
160,1.314287197904781
161,1.3208526746832214
162,1.3230448479555614
163,1.3077649143693033
164,1.2768127551194752
165,1.2649874577537443
166,1.2717644726636508
167,1.2374049263599014
168,1.199426784011161
169,1.1876395652754443
170,1.1748812080624578
171,1.1760383513953028
172,1.1637122791813175
173,1.1575689880926092
174,1.1464898759686932
175,1.1129445242680687
176,1.105851916149747
177,1.0931152700636664
178,1.0900365142234334
179,1.1001957088199612
180,1.095121631353943
181,1.0937179956274512
182,1.0908363771465694
183,1.0918755395632107
184,1.0883641099619306
185,1.0779760802543756
186,1.0806506637310285
187,1.0771393995762126
188,1.1145483725179448
189,1.1254313810380006
190,1.1274018521546278
191,1.124882287178656
192,1.1165782909235842
193,1.1166620853459948
194,1.1169740056490771
195,1.1206755619615727
196,1.107366801551515
197,1.1156325802889788
198,1.0820012067114226
199,1.0693510286339103
200,1.0470672982618703
201,1.0592215717710702
202,1.0501362662623568
203,1.0443725322810835
204,1.0385303684960245
205,1.0140675163004185
206,1.0010467295121925
207,0.9690184377947865
208,0.9638469315601539
209,0.9882376874603781
210,0.9713499460493243
211,0.9437806351719584
212,0.9554968034583907
213,0.9604926846113928
214,0.9744295933481955
215,0.9710500468173074
216,0.9774628041221164
217,0.9898882035176434
218,0.9979180515270327
219,0.9842110590346149
220,0.9945593140996908
221,0.9825658068679612
222,0.9805812993615998
223,1.0034678908627124
224,1.0087771794314986
225,1.0039249562478187
226,1.0017902237560175
227,1.0107506425182469
228,1.0088030470918108
229,0.992581754861358
230,0.9864443882612522
231,0.9719134262610679
232,0.9705671941570956
233,0.9709065470080193
234,0.9565356461946716
235,0.9545812140129473
236,0.9433443577699762
237,0.9417924929246253
238,0.9502933273196089
239,0.9108991295199786
240,0.8797949882752962
241,0.8718263165242252
242,0.8679615363073179
243,0.8655168488447718
244,0.861961112746861
245,0.8330333780828022
246,0.8201643289763172
247,0.8292412614647847
248,0.8632083797564577
249,0.8657296694078807
250,0.8776336964007109
251,0.8922458318789961
252,0.8956249232566771
253,0.9193972701513154
254,0.9206424224477279
255,0.9094714907202903
256,0.906288193490978
257,0.8973418110176453
258,0.8910804312364259
259,0.8947792699621117
260,0.8938818144886999
261,0.9009877461537296
262,0.9141933463437392
263,0.9219838584603594
264,0.9043820517054436
265,0.9008689060871703
266,0.9157393987947076
267,0.9263132305390622
268,0.9199563209164711
269,0.937288144139231
270,0.9280057560475303
271,0.938519723173176
272,0.9356100807499799
273,0.9555344217191212
274,0.9702120453391788
275,0.9634178322351417
276,0.963479958381457
277,0.9374929938355357
278,0.9430687101802349
279,0.9470033833348789
280,0.9375323316970153
281,0.9172675854159603
282,0.9175649148581013
283,0.932207178839029
284,0.9367777513160279
285,0.9367632245005095
286,0.9202109188369885
287,0.9281769105137749
288,0.9194513364655182
289,0.9092210968141337
290,0.9166664876624526
291,0.900792724171059
292,0.8976221696880996
293,0.8945061544612232
294,0.8677968513435084
295,0.8503833834954029
296,0.8378695299737839
297,0.8158909086381445
298,0.8162220176674739
299,0.8157806816612946
300,0.8103104894631161
301,0.8203137773831709
302,0.8300801772419687
303,0.8258530255330789
304,0.8166733575175176
305,0.8274659600970238
306,0.827031973378626
307,0.8213109087600149
308,0.8030042774173719
309,0.8129904224577545
310,0.8022831530098598
311,0.8152588638513966
312,0.8131962709630749
313,0.81353178890075
314,0.821682682595423
315,0.8459391219181126
316,0.8613893263709248
317,0.8748186002496051
318,0.8706970771808543
319,0.8538724632963717
320,0.8545144530872302
321,0.8585648074644454
322,0.8698377921716458
323,0.8577599444527091
324,0.8564513277530363
325,0.8437756281226255
326,0.8190522726360646
327,0.7995300204390914
328,0.7762561870535536
329,0.7916396768133547
330,0.7920677374735005
331,0.7961282343178265
332,0.7943259874335292
333,0.7908214244598929
334,0.809302294316198
335,0.8221419355727124
336,0.8279953498535435
337,0.8254950963261753
338,0.8313126546540807
339,0.8439682192999088
340,0.8511711235482178
341,0.8211890976551044
342,0.7983996992603314
343,0.7951903990005506
344,0.7811694574449656
345,0.8036208076724259
346,0.7968641376363438
347,0.8046525204661298
348,0.8126889276511434
349,0.8021912914431626
350,0.8133731771032007
351,0.8229394448285167
352,0.8267297731879879
353,0.8075983779508166
354,0.810028696421685
355,0.8125883351293277
356,0.8125585483997215
357,0.8167549960361895
358,0.7916830741948927
359,0.7887669880228073
360,0.7896037684304444
361,0.789929601826683
362,0.7811713118628407
363,0.7978737059498461
364,0.7869658357707322
365,0.791833768922797
366,0.7709602988977614
367,0.7609639057092622
368,0.7622020721660282
369,0.7451811615709144
370,0.7533256914209797
371,0.7674170787250952
372,0.7554408084318642
373,0.7739960479612241
374,0.7815723652399956
375,0.7785843024326444
376,0.7781632591568614
377,0.7826863156797725
378,0.7575819511943622
379,0.7390151130718557
380,0.7339921763487807
381,0.7517188573325937
382,0.7419785713086466
383,0.7428160449747858
384,0.7473977959369996
385,0.7558142048448326
386,0.7714071116217841
387,0.7750065507614335
388,0.7599410819793432
389,0.7380865076861128
390,0.7336848395059038
391,0.7208370572229951
392,0.7114359518286401
393,0.71483147140738
394,0.7167646077354438
395,0.7242392365548693
396,0.7291580217742473
397,0.7394863542705317
398,0.730878742556668
399,0.7425069998493605
400,0.7356872117142458
401,0.7457381192911373
402,0.7439550678037818
403,0.7531843841853151
404,0.761061939440427
405,0.7561876357264683
406,0.7518717291807924
407,0.7651944086363222
408,0.7767021408596436
409,0.7811215251771203
410,0.7746693023484662
411,0.7580645440473769
412,0.7528393955298881
413,0.7506390983541485
414,0.7583104941166867
415,0.7695027917870927
416,0.778265955638477
417,0.7853125398726654
418,0.7822285818195582
419,0.7753468771533322
420,0.7772004668209218
421,0.7618866189681814
422,0.7559359844958164
423,0.755152908093733
424,0.7391895336956713
425,0.7237977161884392
426,0.7245949973030488
427,0.7148279009064349
428,0.7111272357162364
429,0.7109649679885247
430,0.7026695943218669
431,0.693936300781334
432,0.6930031659875762
433,0.675190767950401
434,0.6539159730268834
435,0.6546081331620586
436,0.647520239129902
437,0.6376299166162147
438,0.6444350278920351
439,0.6557715187008983
440,0.6403767284789947
441,0.649975620928363
442,0.6618173285063121
443,0.6675418265034465
444,0.6820530593584044
445,0.6847847767598938
446,0.6971489598324996
447,0.6915557255930603
448,0.6917164805761886
449,0.6912478111882059
450,0.6864184655307288
451,0.669766929914864
452,0.6624171315409667
453,0.6462413960936197
454,0.6428265132551555
455,0.6469404466786672
456,0.6636805214765101
457,0.664494161921561
458,0.6589242007387934
459,0.6553381141256771
460,0.6561830697624674
461,0.6313629967740286
462,0.6363499186747381
463,0.6424508680869754
464,0.6317077643790088
465,0.6394935939283664
466,0.6511409887220659
467,0.655200207032107
468,0.6686841190597003
469,0.6829601447639966
470,0.6843902670066849
471,0.6883506081494877
472,0.6877068767276233
473,0.6839450283640467
474,0.699172461798137
475,0.7037693221676193
476,0.7045886093664233
477,0.6911416833179083
478,0.6950805236606105
479,0.7111683988906545
480,0.7078382438956237
481,0.7166443908415187
482,0.7015205270737577
483,0.7093543827488592
484,0.7039238980464794
485,0.6938960540902966
486,0.6974818995287584
487,0.6864085035196782
488,0.6805030944488085
489,0.6753307844385648
490,0.6770209945529398
491,0.6818934757175397
492,0.682510194803273
493,0.6978589134454797
494,0.7021345532596719
495,0.7109937622448641
496,0.7336194286255288
497,0.7411685037760029
498,0.7410572519427667
499,0.7577299207741646
500,0.7697319605367835
501,0.7821898246573792
502,0.7730379349182935
503,0.7921166238209071
504,0.7958327079517348
505,0.8105760343512964
506,0.8095434008460891
507,0.8134843295733397
508,0.8250656348601652
509,0.852731634524777
510,0.8406673397013074
511,0.8300700485963584
512,0.8258444904436325
513,0.8373797064710062
514,0.8361603216458182
515,0.8286680430324519
516,0.8318207673913044
517,0.8531007948869547
518,0.8635827393580007
519,0.8434011018812492
520,0.8562828379644336
521,0.8341000350785611
522,0.8316584833403061
523,0.8218227184894502
524,0.8086346156510081
525,0.8285576616996128
526,0.8189408855365558
527,0.8094907775752889
528,0.8027424012944822
529,0.7792860648141265
530,0.7778458789111107
531,0.7857682963898456
532,0.8005563977470284
533,0.7937100058648257
534,0.8039336883892887
535,0.8041243308174819
536,0.7809407814508045
537,0.7898499260069316
538,0.7902202266287506
539,0.7951004538512869
540,0.806345686146598
541,0.79629802771103
542,0.8059215831613201
543,0.8081592687472359
544,0.8019846972150965
545,0.7794471667175401
546,0.7764599982748169
547,0.7735126315502825
548,0.7586670373312657
549,0.7573324231015109
550,0.7591917019143473
551,0.7541054639918249
552,0.742497644407807
553,0.7337449527708736
554,0.7458370772455394
555,0.7441169730934233
556,0.7473017654167895
557,0.7378535389231262
558,0.73204174081085
559,0.7277897558541042
560,0.7409545776107624
561,0.7268728621439479
562,0.731543105389579
563,0.7202542607266329
564,0.7115401035559806
565,0.6994363651708876
566,0.7065633061671422
567,0.7086037527728895
568,0.7059622370360545
569,0.7173176715845679
570,0.7300334532806647
571,0.7303489250035813
572,0.7412818791403217
573,0.7374720796061709
574,0.7461169784721221
575,0.7559670319977664
576,0.7406537574061389
577,0.753392813893222
578,0.7713629137923589
579,0.7736083212619801
580,0.7652205208249718
581,0.7557632673651613
582,0.7621891566042931
583,0.7673613007922552
584,0.7652348368890183
585,0.7615826008333993
586,0.7646888286680315
587,0.7772004918006709
588,0.7544668722744269
589,0.7524873527593408
590,0.7452379443277553
591,0.7545505186897119
592,0.73592475485473
593,0.7290409118102391
594,0.727480233269438
595,0.719901192860067
596,0.7257524450089383
597,0.7361488614896905
598,0.763100194702605
599,0.7584053914922185
600,0.7584865338342289
601,0.765146936011837
602,0.7802328280133105
603,0.769116331637985
604,0.7769487480125926
605,0.7717801211819892
606,0.7883805266810591
607,0.7845812759985965
608,0.7717352298368816
609,0.7715273876153506
610,0.7572536197250043
611,0.7445434809473533
612,0.7259935563629176
613,0.7292643980091552
614,0.734912845667797
615,0.7301662255683465
616,0.7441152267554482
617,0.7597848172108869
618,0.7799696313622867
619,0.7856140784652894
620,0.7791939455026958
621,0.7747962815583552
622,0.7983860743380032
623,0.7827232182866323
624,0.7982961476605334
625,0.785607447229495
626,0.7838197450072284
627,0.776490218188718
628,0.7837143581801485
629,0.7889288587144775
630,0.7805538110088074
631,0.7832038464639682
632,0.7797680645432938
633,0.7774499675683821
634,0.7673716402684269
635,0.769080616611618
636,0.7551959277112077
637,0.7727167257019277
638,0.7901144665000971
639,0.7810620635399494
640,0.7766826651241924
641,0.7938916173931161
642,0.7968724362327929
643,0.7975694136662471
644,0.7979747113090624
645,0.7706698422909147
646,0.7511157272431954
647,0.7350249788645057
648,0.7425631195625804
649,0.7420778505533047
650,0.7562480281390244
651,0.7452279361885518
652,0.7385658259032563
653,0.7452434165666618
654,0.763873132558661
655,0.7621765286946918
656,0.7651355002918303
657,0.7653920036043003
658,0.7726060404220849
659,0.7790379913488955
660,0.7932065770931159
661,0.7884002239105098
662,0.7816089387186486
663,0.7882457580049563
664,0.7914229588055453
665,0.789244499733285
666,0.7868612503046242
667,0.7814576934004168
668,0.7819299337473341
669,0.7724045777876577
670,0.7633015861393216
671,0.7652641647111011
672,0.7714425960080511
673,0.7675280477752342
674,0.7725591499653855
675,0.7777946364034863
676,0.772970931508341
677,0.758251808142989
678,0.7481011509860952
679,0.7332718463581409
680,0.7274112401695745
681,0.7334827460274141
682,0.72646573572555
683,0.718955073509307
684,0.7106193121792426
685,0.7155366590567843
686,0.720662084384041
687,0.7113832124237429
688,0.7179467093999843
689,0.7239038485272206
690,0.7317272035155298
691,0.74024788682011
692,0.7343491454084625
693,0.7408555425174053
694,0.7197519521952211
695,0.7258927432350422
696,0.7250896811720458
697,0.7132231950785889
698,0.7123006820439107
699,0.7244078420999972
700,0.7254743716550686
701,0.7346156560977151
702,0.7092326395042732
703,0.7208759235148072
704,0.6968815076666329
705,0.699549720820915
706,0.7094349614818191
707,0.7049571683006578
708,0.7055806765396576
709,0.7084692737037994
710,0.7348741517098898
711,0.7253640267018981
712,0.726601680109546
713,0.7528154764060841
714,0.7688163582408085
715,0.7777407388598271
716,0.7867260904954883
717,0.811382199721821
718,0.7965591742379972
719,0.7951860624893133
720,0.780046633701638
721,0.7798674006461457
722,0.8009495306509458
723,0.8293366130055625
724,0.8205903437251532
725,0.8073514863697296
726,0.8163758611263534
727,0.8103466267698194
728,0.8150194576515226
729,0.8216661192633354
730,0.8060695457829602
731,0.8183823050877872
732,0.8263073805552066
733,0.8318174933719857
