t,position,trade,turnover,transaction_cost
0,0.09814662696535895,0.09814662696535895,0.09814662696535895,1.962932539307179e-05
1,0.00863969451640921,-0.08950693244894974,0.08950693244894974,1.7901386489789947e-05
2,-0.09130044383673977,-0.09994013835314898,0.09994013835314898,1.9988027670629797e-05
3,0.00677618705913445,0.09807663089587422,0.09807663089587422,1.9615326179174844e-05
4,0.07832947797180903,0.07155329091267458,0.07155329091267458,1.4310658182534918e-05
5,-0.14541219450677417,-0.2237416724785832,0.2237416724785832,4.474833449571664e-05
6,-0.31943066798369907,-0.1740184734769249,0.1740184734769249,3.480369469538498e-05
7,-0.1596771516285145,0.15975351635518456,0.15975351635518456,3.1950703271036916e-05
8,-0.08120726141100466,0.07846989021750984,0.07846989021750984,1.5693978043501968e-05
9,-0.0646958525894128,0.01651140882159187,0.01651140882159187,3.302281764318374e-06
10,-0.24095651731403261,-0.17626066472461982,0.17626066472461982,3.5252132944923964e-05
11,-0.2838755194202075,-0.042919002106174886,0.042919002106174886,8.583800421234978e-06
12,-0.2745735342584477,0.009301985161759785,0.009301985161759785,1.860397032351957e-06
13,-0.36539041542640677,-0.09081688116795905,0.09081688116795905,1.8163376233591813e-05
14,-0.3281387107637054,0.03725170466270139,0.03725170466270139,7.450340932540279e-06
15,-0.07004853031838898,0.2580901804453164,0.2580901804453164,5.161803608906328e-05
16,-0.1666471392128216,-0.09659860889443261,0.09659860889443261,1.9319721778886522e-05
17,-0.2318154526035956,-0.065168313390774,0.065168313390774,1.3033662678154801e-05
18,0.02959196698691169,0.2614074195905073,0.2614074195905073,5.228148391810146e-05
19,0.26140912095841384,0.23181715397150215,0.23181715397150215,4.6363430794300436e-05
20,0.17115402329469864,-0.0902550976637152,0.0902550976637152,1.805101953274304e-05
21,0.28328492934152666,0.11213090604682802,0.11213090604682802,2.2426181209365603e-05
22,0.21773122012725232,-0.06555370921427434,0.06555370921427434,1.3110741842854868e-05
23,0.042359515344798065,-0.17537170478245426,0.17537170478245426,3.5074340956490854e-05
24,0.0470036398498768,0.004644124505078735,0.004644124505078735,9.288249010157471e-07
25,-0.07894778414760145,-0.12595142399747825,0.12595142399747825,2.519028479949565e-05
26,-0.36052869799394416,-0.2815809138463427,0.2815809138463427,5.6316182769268545e-05
27,-0.20685357497666065,0.1536751230172835,0.1536751230172835,3.07350246034567e-05
28,-0.049067673861943495,0.15778590111471716,0.15778590111471716,3.155718022294343e-05
29,-0.160873484608108,-0.1118058107461645,0.1118058107461645,2.2361162149232902e-05
30,-0.1801449203693541,-0.019271435761246097,0.019271435761246097,3.85428715224922e-06
31,0.0015538472971550477,0.18169876766650914,0.18169876766650914,3.633975353330183e-05
32,-0.1708265406454252,-0.17238038794258026,0.17238038794258026,3.4476077588516056e-05
33,-0.08880418558634366,0.08202235505908155,0.08202235505908155,1.6404471011816312e-05
34,-0.023200289453381012,0.06560389613296265,0.06560389613296265,1.312077922659253e-05
35,0.23303045179869633,0.25623074125207734,0.25623074125207734,5.1246148250415474e-05
36,0.035915520489986114,-0.19711493130871022,0.19711493130871022,3.9422986261742044e-05
37,-0.1413607374595211,-0.17727625794950722,0.17727625794950722,3.5455251589901444e-05
38,-0.1630523824352387,-0.0216916449757176,0.0216916449757176,4.33832899514352e-06
39,0.06710250834371778,0.23015489077895648,0.23015489077895648,4.60309781557913e-05
40,0.008401319722034908,-0.05870118862168287,0.05870118862168287,1.1740237724336575e-05
41,0.35911891804072427,0.35071759831868937,0.35071759831868937,7.014351966373787e-05
42,0.6052498005102331,0.24613088246950887,0.24613088246950887,4.9226176493901775e-05
43,0.6346816683635707,0.029431867853337512,0.029431867853337512,5.886373570667502e-06
44,0.6536503560281088,0.018968687664538186,0.018968687664538186,3.7937375329076373e-06
45,0.7343542568534747,0.08070390082536583,0.08070390082536583,1.6140780165073167e-05
46,0.8331425110311171,0.09878825417764248,0.09878825417764248,1.9757650835528497e-05
47,0.6424722796314245,-0.19067023139969264,0.19067023139969264,3.813404627993853e-05
48,0.8250828712173461,0.18261059158592163,0.18261059158592163,3.652211831718433e-05
49,0.7635869322279997,-0.061495938989346466,0.061495938989346466,1.2299187797869293e-05
50,0.9776410359008634,0.2140541036728637,0.2140541036728637,4.2810820734572744e-05
51,0.8386146091141781,-0.1390264267866853,0.1390264267866853,2.7805285357337063e-05
52,1.0,0.16138539088582193,0.16138539088582193,3.227707817716439e-05
53,0.9638954627536092,-0.036104537246390844,0.036104537246390844,7.220907449278169e-06
54,0.9961675854163979,0.03227212266278878,0.03227212266278878,6.454424532557757e-06
55,0.9332769930055329,-0.06289059241086503,0.06289059241086503,1.2578118482173007e-05
56,0.9736363151027508,0.04035932209721793,0.04035932209721793,8.071864419443586e-06
57,0.9549458981623821,-0.01869041694036877,0.01869041694036877,3.7380833880737543e-06
58,1.0,0.04505410183761793,0.04505410183761793,9.010820367523588e-06
59,0.9798358163110199,-0.020164183688980097,0.020164183688980097,4.03283673779602e-06
60,0.7803092768938538,-0.19952653941716614,0.19952653941716614,3.990530788343323e-05
61,1.0,0.21969072310614624,0.21969072310614624,4.393814462122925e-05
62,1.0,0.0,0.0,0.0
63,1.0,0.0,0.0,0.0
64,0.9232608506588936,-0.07673914934110637,0.07673914934110637,1.5347829868221275e-05
65,0.821370814087869,-0.10189003657102458,0.10189003657102458,2.0378007314204916e-05
66,0.8614182258750874,0.04004741178721838,0.04004741178721838,8.009482357443676e-06
67,0.5599145135219485,-0.3015037123531389,0.3015037123531389,6.030074247062778e-05
68,0.8201035773911294,0.26018906386918084,0.26018906386918084,5.203781277383617e-05
69,0.9067443380389181,0.0866407606477887,0.0866407606477887,1.732815212955774e-05
70,1.0,0.09325566196108193,0.09325566196108193,1.8651132392216386e-05
71,1.0,0.0,0.0,0.0
72,0.894453244653001,-0.10554675534699898,0.10554675534699898,2.1109351069399795e-05
73,0.6636205929281365,-0.23083265172486456,0.23083265172486456,4.616653034497291e-05
74,0.7524165970730745,0.08879600414493805,0.08879600414493805,1.775920082898761e-05
75,0.9270865495665631,0.1746699524934886,0.1746699524934886,3.493399049869772e-05
76,0.770116243842382,-0.15697030572418114,0.15697030572418114,3.139406114483623e-05
77,0.9343035245699686,0.1641872807275866,0.1641872807275866,3.283745614551732e-05
78,0.6174590717911401,-0.31684445277882844,0.31684445277882844,6.33688905557657e-05
79,0.9340240361025134,0.31656496431137326,0.31656496431137326,6.331299286227466e-05
80,0.9389777151224926,0.004953679019979229,0.004953679019979229,9.90735803995846e-07
81,0.8276316552776332,-0.11134605984485946,0.11134605984485946,2.2269211968971892e-05
82,0.7547343314671857,-0.07289732381044745,0.07289732381044745,1.457946476208949e-05
83,0.6108056928202923,-0.14392863864689343,0.14392863864689343,2.8785727729378687e-05
84,0.6029678945377359,-0.007837798282556374,0.007837798282556374,1.5675596565112748e-06
85,0.6221694465430401,0.019201552005304157,0.019201552005304157,3.840310401060832e-06
86,0.24206779070393047,-0.3801016558391096,0.3801016558391096,7.602033116782192e-05
87,0.4404791951321293,0.19841140442819882,0.19841140442819882,3.9682280885639764e-05
88,0.2793520650453124,-0.1611271300868169,0.1611271300868169,3.222542601736338e-05
89,0.2403539358913403,-0.038998129153972105,0.038998129153972105,7.799625830794422e-06
90,0.3314883856338386,0.09113444974249829,0.09113444974249829,1.822688994849966e-05
91,0.2906009303215594,-0.040887455312279164,0.040887455312279164,8.177491062455833e-06
92,0.4171549523361707,0.1265540220146113,0.1265540220146113,2.5310804402922263e-05
93,0.4038400975275461,-0.013314854808624599,0.013314854808624599,2.6629709617249198e-06
94,0.41591490811085324,0.012074810583307116,0.012074810583307116,2.4149621166614234e-06
95,0.42188675583027724,0.005971847719423995,0.005971847719423995,1.194369543884799e-06
96,0.307663101929339,-0.11422365390093825,0.11422365390093825,2.2844730780187652e-05
97,0.11945045920759531,-0.18821264272174368,0.18821264272174368,3.764252854434874e-05
98,0.02918857472717591,-0.0902618844804194,0.0902618844804194,1.805237689608388e-05
99,-0.008755771437710343,-0.037944346164886254,0.037944346164886254,7.588869232977251e-06
100,0.1476137322085067,0.15636950364621705,0.15636950364621705,3.127390072924341e-05
101,0.004650393306234596,-0.1429633389022721,0.1429633389022721,2.8592667780454424e-05
102,-0.06432030527531463,-0.06897069858154922,0.06897069858154922,1.3794139716309845e-05
103,-0.043315959402578055,0.02100434587273657,0.02100434587273657,4.200869174547315e-06
104,-0.10903748947949272,-0.06572153007691467,0.06572153007691467,1.3144306015382935e-05
105,0.027683682062691825,0.13672117154218455,0.13672117154218455,2.734423430843691e-05
106,0.3993346971857333,0.37165101512304144,0.37165101512304144,7.433020302460829e-05
107,0.3563349909973549,-0.042999706188378395,0.042999706188378395,8.599941237675679e-06
108,0.6071117468075263,0.25077675581017145,0.25077675581017145,5.015535116203429e-05
109,0.6361728050227073,0.029061058215181013,0.029061058215181013,5.812211643036203e-06
