t,drawdown
0,0.0
1,-5.028228979708782e-05
2,0.0
3,0.0
4,-0.005297020927976348
5,0.0
6,-0.03601761293112982
7,-0.029823973172539486
8,0.0
9,0.0
10,0.0
11,-0.0030896974650911346
12,0.0
13,0.0
14,0.0
15,-0.003752005045358553
16,-0.006795414143332956
17,-0.001122927581013955
18,0.0
19,0.0
20,-0.027452974742197545
21,-0.0057505216566742234
22,-0.0009626818206798227
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,-0.006113790198939761
31,-0.004278969275676503
32,0.0
33,-0.011512250539142399
34,-0.007637692675325547
35,-0.03022534886990702
36,-0.026952250966941427
37,-0.03185027026557263
38,-0.003108728189197385
39,-0.006875598389513904
40,-0.01868987798608701
41,-0.016775133820342347
42,-0.01309552387678814
43,-0.020752060260603167
44,0.0
45,-0.007432342145313298
46,-0.019408286334195335
47,-0.014961074077680658
48,-0.0028052759231493862
49,-0.007377626466252396
50,-0.0053338996448126785
51,0.0
52,-0.013560746616884223
53,-0.017269989863232027
54,-0.013682029507036453
55,-0.020541106197795034
56,-0.017158953618253592
57,-0.009923160072680792
58,0.0
59,0.0
60,0.0
61,-0.014247067595178464
62,0.0
63,-0.0035177724127460896
64,-0.0013447816210219177
65,-0.0029519099504679014
66,-0.014545276475094626
67,-0.01308627969141185
68,-0.03861972889256271
69,-0.022527413638827376
70,-0.04254227660175214
71,-0.032835454942573006
72,-0.04919565195973463
73,-0.039214176605852025
74,-0.04046642799681477
75,-0.037917174375817764
76,-0.019331308809576675
77,0.0
78,0.0
79,0.0
80,0.0
81,-0.029336311297979645
82,-0.02465579972587517
83,-0.0022641262568696696
84,-0.01816103306612482
85,-0.03370293537703195
86,-0.02354203741370109
87,-0.036219495534768886
88,-0.043273736091633985
89,-0.015197202997226489
90,-0.033097474109690994
91,-0.06073269878267129
92,-0.060707265549249434
93,-0.06447864620776611
94,-0.057344030529697165
95,-0.046628825864259316
96,-0.04741092476544828
97,-0.045005167691715586
98,-0.06352746800409292
99,-0.07830093283046691
100,-0.09669896903319541
101,-0.09247094439437742
102,-0.1009891088133491
103,-0.12151354795890212
104,-0.1286771637704781
105,-0.09627789452327218
106,-0.10759707381452666
107,-0.1035349773225962
108,-0.09700633192760111
109,-0.07005778404620655
110,-0.06266913355105763
111,-0.058917472667956106
112,-0.059274422229008694
113,-0.05892200259806446
114,-0.04128561501501882
115,-0.04802646699999913
116,-0.04405061858854509
117,-0.03970906980869837
118,-0.0363695457973241
119,-0.04938294719308478
120,-0.04976206778424952
121,-0.04257455470492044
122,-0.05170026649685955
123,-0.058836964175811524
124,-0.08566729149526531
125,-0.08490573627582654
126,-0.10803909938569234
127,-0.0929675050559362
128,-0.08847676039072427
129,-0.09257911361490179
130,-0.08888188317543244
131,-0.10124918039150277
132,-0.08554866675469319
133,-0.07918649732322847
134,-0.07310724959770232
135,-0.07292842468068117
136,-0.056189426933581754
137,-0.055184085812088224
138,-0.04611233947103743
139,-0.055913565055877745
140,-0.07260206346457276
141,-0.04980156481442766
142,-0.03130483195809397
143,-0.05568422054370026
144,-0.051205201133517786
145,-0.058063355229848734
146,-0.05807993344298801
147,-0.061733588746790025
148,-0.06859907442187574
149,-0.08656136793400626
150,-0.0856060070881024
151,-0.09383026289657959
152,-0.1117504402859093
153,-0.12166220500048841
154,-0.12493407018571046
155,-0.14037512495866478
156,-0.1447991647929101
157,-0.1291836873122696
158,-0.11443302356307983
159,-0.12625051304051516
160,-0.13105605956009492
161,-0.13507587334280124
162,-0.1298561502492962
163,-0.1396582301901973
164,-0.13642438356081688
165,-0.13376591207412647
166,-0.11521104134729654
167,-0.11220315550113169
168,-0.11782088617314335
169,-0.12411075901481028
170,-0.14712542072562385
171,-0.1317712847062249
172,-0.11856773535766219
173,-0.10697192784866616
174,-0.07604976014360365
175,-0.0709836174639219
176,-0.05261361643107576
177,-0.05301887751289225
178,-0.037940586622688066
179,-0.04198960492002313
180,-0.056823177552067894
181,-0.06694353183514645
182,-0.05019180551962621
183,-0.037858093079430444
184,-0.02055337940191526
185,-0.013100100640669243
186,0.0
187,0.0
188,-0.03800682095120633
189,-0.01917866707982463
190,-0.011754143091596836
191,-0.01841054099697781
192,-0.008395479955659702
193,0.0
194,-0.00035995214240014395
195,0.0
196,0.0
197,-0.0038133506819795215
198,0.0
199,-0.0023224743166290196
200,-0.017360011921291885
201,-0.02280142110988137
202,-0.0299076077936562
203,-0.04402549389813615
204,-0.03038667259551886
205,-0.04291507033252695
206,-0.03812745244372395
207,-0.025119801521513718
208,-0.00022277136096116035
209,0.0
210,0.0
211,-0.006003924008090689
212,0.0
213,0.0
214,0.0
215,-0.019570652909188913
216,-0.03030618077133429
217,-0.006686558185879599
218,-0.03284265722186175
219,-0.022362269998624562
220,-0.02579351221083581
221,-0.030956201511643466
222,-0.04811817973609134
223,-0.026108651271136152
224,-0.03734591107418639
225,-0.04102908188297738
226,-0.05545342699041056
227,-0.05048448197906852
228,-0.060831368120894624
229,-0.05233735833813291
230,-0.021845738921248192
231,-0.026498691155084964
232,-0.02357834731884567
233,-0.008713731253766399
234,0.0
235,0.0
236,-0.008164282585726323
237,-0.01890601511386303
238,-0.007566585420283212
239,-0.00950879962492579
240,0.0
241,0.0
242,-0.00568502335927934
243,0.0
244,0.0
245,-0.009898243986717348
246,-0.01263003129546092
247,-0.024581069426690028
248,-0.014376009030306114
249,0.0
250,0.0
251,-0.004293208440487417
252,-0.009334465083271626
253,0.0
254,0.0
255,-0.005645500183601659
256,0.0
257,-0.01792297784072161
258,-0.0022624452716061283
259,0.0
260,-0.01173432351715864
261,-0.01591008500170321
262,-0.022403437759811795
263,-0.012106855445680909
264,-0.028154085467934187
265,-0.021237804904504887
266,-0.014976567248427441
267,-0.002708405890559651
268,-0.022171100231213048
269,-0.016329213206537463
270,-0.005570106921415019
271,-0.0076310831869547124
272,-0.014634713088565121
273,0.0
274,-0.020993303349679415
275,-0.02418020275446464
276,-0.020034352277575662
277,-0.013131097590898477
278,-0.014942132861254787
279,-0.01257274409261988
280,-0.010254740997703515
281,-0.014744063613757907
282,0.0
283,0.0
284,-0.007945497063625795
285,0.0
286,-0.004788639848966492
287,-0.011685408951301435
288,-0.005297574842474395
289,-0.008903135321167932
290,0.0
291,0.0
292,0.0
293,-0.003363374266779018
294,-0.013330054548343684
295,-0.015569722100983285
296,-0.030149548032277096
297,-0.035030907866005045
298,-0.027518132077546942
299,-0.04507456896848583
300,-0.05870391872075453
301,-0.05683113668154893
302,-0.05541289032223129
303,-0.037469221162977906
304,-0.040806598578341124
305,-0.03439865021613031
306,-0.03610760711047212
307,-0.024026088534890855
308,-0.021942336220523773
309,-0.009728781152640864
310,0.0
311,0.0
312,0.0
313,0.0
314,-0.007461501499086309
315,-0.007993802910641779
316,-0.016996215429578965
317,-0.024036979592630292
318,-0.01837019374927018
319,0.0
320,-0.027864645252773546
321,-0.05619131052424797
322,-0.05503864084007881
323,-0.07745206356088985
324,-0.07772102921705792
325,-0.058687541366285845
326,-0.05555613036607976
327,-0.05315300751128693
328,-0.04505712571867615
329,-0.06440575707820306
330,-0.07725599037287612
331,-0.08196114381408715
332,-0.06966593167367596
333,-0.07279247088927632
334,-0.06951870691583428
335,-0.050784814069522066
336,-0.030008135990236218
337,-0.043056599912978166
338,-0.06121939122095954
339,-0.06020623204438724
340,-0.057970008438295695
341,-0.04759538550323772
342,-0.046789597387993265
343,-0.05029386871403263
344,-0.024362072963506343
345,-0.015741445293103618
346,-0.03289762653303929
347,-0.04291876740285261
348,-0.04146889487275862
349,-0.02936407685520326
350,-0.02295648508389181
351,-0.027498656099023244
352,-0.004311039206450151
353,-0.01978164551562711
